nombre_embalse	fecha	afluente
ANGOSTURA	2017-01-01	45,7369806520317
CHAPO	2017-01-01	15,8
COLBUN	2017-01-01	71,1529167330005
INVERNADA	2017-01-01	19,19
LAJA	2017-01-01	25,81605
MELADO	2017-01-01	8,26
PANGUE	2017-01-01	-9,13409665198732
PEHUENCHE	2017-01-01	33,7068963720248
POLCURA	2017-01-01	21,91017
RALCO	2017-01-01	76,0
RAPEL	2017-01-01	71,59722
ANGOSTURA	2017-01-02	48,7422074535866
CHAPO	2017-01-02	42,0
COLBUN	2017-01-02	68,8404323239943
INVERNADA	2017-01-02	19,12645
LAJA	2017-01-02	4,621384
MELADO	2017-01-02	8,26
PANGUE	2017-01-02	-9,60861498706649
PEHUENCHE	2017-01-02	30,2816349678469
POLCURA	2017-01-02	21,2867
RALCO	2017-01-02	71,0
RAPEL	2017-01-02	123,1944
ANGOSTURA	2017-01-03	48,3932679116128
CHAPO	2017-01-03	87,2
COLBUN	2017-01-03	49,5939559188528
INVERNADA	2017-01-03	18,66705
LAJA	2017-01-03	19,79714
MELADO	2017-01-03	8,26
PANGUE	2017-01-03	-7,6753298301622
PEHUENCHE	2017-01-03	20,3427931551405
POLCURA	2017-01-03	21,30501
RALCO	2017-01-03	69,0
RAPEL	2017-01-03	102,9167
ANGOSTURA	2017-01-04	46,5433388472656
CHAPO	2017-01-04	81,7
COLBUN	2017-01-04	43,9833214496964
INVERNADA	2017-01-04	19,46342
LAJA	2017-01-04	12,03778
MELADO	2017-01-04	8,19
PANGUE	2017-01-04	-8,62398937286251
PEHUENCHE	2017-01-04	9,64249984803309
POLCURA	2017-01-04	20,35155
RALCO	2017-01-04	72,0
RAPEL	2017-01-04	66,25
ANGOSTURA	2017-01-05	46,5648270568237
CHAPO	2017-01-05	51,3
COLBUN	2017-01-05	54,0527164761132
INVERNADA	2017-01-05	18,80366
LAJA	2017-01-05	12,09706
MELADO	2017-01-05	7,75
PANGUE	2017-01-05	-8,48860080653399
PEHUENCHE	2017-01-05	15,6680891440281
POLCURA	2017-01-05	19,86987
RALCO	2017-01-05	66,0
RAPEL	2017-01-05	2,569444
ANGOSTURA	2017-01-06	45,1237932459394
CHAPO	2017-01-06	40,3
COLBUN	2017-01-06	31,9189529713518
INVERNADA	2017-01-06	19,1725
LAJA	2017-01-06	12,18327
MELADO	2017-01-06	7,36
PANGUE	2017-01-06	-11,1686663238269
PEHUENCHE	2017-01-06	-0,379393465909041
POLCURA	2017-01-06	20,17818
RALCO	2017-01-06	71,0
RAPEL	2017-01-06	38,33333
ANGOSTURA	2017-01-07	38,5084490778481
CHAPO	2017-01-07	88,7
COLBUN	2017-01-07	64,7023813578193
INVERNADA	2017-01-07	17,41998
LAJA	2017-01-07	16,54286
MELADO	2017-01-07	7,02
PANGUE	2017-01-07	-7,98726772015234
PEHUENCHE	2017-01-07	35,6862460017478
POLCURA	2017-01-07	18,9165
RALCO	2017-01-07	71,0
RAPEL	2017-01-07	37,01389
ANGOSTURA	2017-01-08	42,0962361079777
CHAPO	2017-01-08	142,6
COLBUN	2017-01-08	61,0516052016908
INVERNADA	2017-01-08	18,60456
LAJA	2017-01-08	16,60314
MELADO	2017-01-08	7,02
PANGUE	2017-01-08	-4,67353668401907
PEHUENCHE	2017-01-08	24,7451159835102
POLCURA	2017-01-08	19,58483
RALCO	2017-01-08	64,0
RAPEL	2017-01-08	40,0
ANGOSTURA	2017-01-09	38,9703434150126
CHAPO	2017-01-09	137,1
COLBUN	2017-01-09	44,7209183318753
INVERNADA	2017-01-09	18,81627
LAJA	2017-01-09	37,18002
MELADO	2017-01-09	7,12
PANGUE	2017-01-09	7,8040625532395
PEHUENCHE	2017-01-09	12,4791620034348
POLCURA	2017-01-09	24,81785
RALCO	2017-01-09	98,0
RAPEL	2017-01-09	37,43056
ANGOSTURA	2017-01-10	40,3883496446124
CHAPO	2017-01-10	60,3
COLBUN	2017-01-10	57,8456998335668
INVERNADA	2017-01-10	18,54609
LAJA	2017-01-10	7,90533
MELADO	2017-01-10	7,43
PANGUE	2017-01-10	12,900519049848
PEHUENCHE	2017-01-10	20,6582266204543
POLCURA	2017-01-10	22,32264
RALCO	2017-01-10	95,0
RAPEL	2017-01-10	55,0
ANGOSTURA	2017-01-11	39,5628300109746
CHAPO	2017-01-11	47,9
COLBUN	2017-01-11	48,6512179035623
INVERNADA	2017-01-11	19,08623
LAJA	2017-01-11	52,10639
MELADO	2017-01-11	7,04
PANGUE	2017-01-11	-2,56067254086776
PEHUENCHE	2017-01-11	21,025442351797
POLCURA	2017-01-11	20,5239
RALCO	2017-01-11	81,0
RAPEL	2017-01-11	35,0
ANGOSTURA	2017-01-12	48,6235922411742
CHAPO	2017-01-12	42,1
COLBUN	2017-01-12	46,8231048143662
