nombre_embalse	fecha	afluente
ANGOSTURA	2021-01-01	24,8636040531985
CHAPO	2021-01-01	18,93
COLBUN	2021-01-01	137,352245774189
INVERNADA	2021-01-01	34,58878
LAJA	2021-01-01	24,62595
MELADO	2021-01-01	60,91
PANGUE	2021-01-01	10,0200512471261
PEHUENCHE	2021-01-01	94,7734523259768
POLCURA	2021-01-01	28,37265
RALCO	2021-01-01	98,0
RAPEL	2021-01-01	19,375
ANGOSTURA	2021-01-02	32,5810200447599
CHAPO	2021-01-02	15,21
COLBUN	2021-01-02	119,550281961984
INVERNADA	2021-01-02	37,59171
LAJA	2021-01-02	15,48545
MELADO	2021-01-02	64,15
PANGUE	2021-01-02	8,6539060466808
PEHUENCHE	2021-01-02	81,3283263430845
POLCURA	2021-01-02	29,20968
RALCO	2021-01-02	96,0
RAPEL	2021-01-02	9,791667
ANGOSTURA	2021-01-03	23,3500170596584
CHAPO	2021-01-03	9,38
COLBUN	2021-01-03	122,910094726385
INVERNADA	2021-01-03	30,46731
LAJA	2021-01-03	31,94679
MELADO	2021-01-03	73,87
PANGUE	2021-01-03	10,3278439653509
PEHUENCHE	2021-01-03	75,7704848287199
POLCURA	2021-01-03	28,95489
RALCO	2021-01-03	97,0
RAPEL	2021-01-03	9,791667
ANGOSTURA	2021-01-04	33,6968124463142
CHAPO	2021-01-04	9,53
COLBUN	2021-01-04	76,3086009970366
INVERNADA	2021-01-04	30,63553
LAJA	2021-01-04	23,83707
MELADO	2021-01-04	64,67
PANGUE	2021-01-04	6,39026345560721
PEHUENCHE	2021-01-04	35,252820666932
POLCURA	2021-01-04	28,1183
RALCO	2021-01-04	98,0
RAPEL	2021-01-04	8,125
ANGOSTURA	2021-01-05	18,9998617392505
CHAPO	2021-01-05	9,5
COLBUN	2021-01-05	118,385275784874
INVERNADA	2021-01-05	34,35878
LAJA	2021-01-05	32,17183
MELADO	2021-01-05	61,18
PANGUE	2021-01-05	8,22836706939695
PEHUENCHE	2021-01-05	74,40733271803
POLCURA	2021-01-05	27,36169
RALCO	2021-01-05	92,0
RAPEL	2021-01-05	0,03
ANGOSTURA	2021-01-06	43,5005751045257
CHAPO	2021-01-06	15,25
COLBUN	2021-01-06	80,4967712839197
INVERNADA	2021-01-06	27,66565
LAJA	2021-01-06	23,80368
MELADO	2021-01-06	58,87
PANGUE	2021-01-06	0,656722545412848
PEHUENCHE	2021-01-06	44,3645948890848
POLCURA	2021-01-06	28,25507
RALCO	2021-01-06	89,0
RAPEL	2021-01-06	0,33
ANGOSTURA	2021-01-07	31,4385560888122
CHAPO	2021-01-07	5,02
COLBUN	2021-01-07	98,039047523759
INVERNADA	2021-01-07	32,88156
LAJA	2021-01-07	23,8395
MELADO	2021-01-07	54,33
PANGUE	2021-01-07	5,26645676947645
PEHUENCHE	2021-01-07	51,1892342507776
POLCURA	2021-01-07	26,01024
RALCO	2021-01-07	91,0
RAPEL	2021-01-07	0,41
ANGOSTURA	2021-01-08	46,859400823675
CHAPO	2021-01-08	5,56
COLBUN	2021-01-08	92,9028619678147
INVERNADA	2021-01-08	29,67
LAJA	2021-01-08	18,51
MELADO	2021-01-08	52,64
PANGUE	2021-01-08	1,86144708266582
PEHUENCHE	2021-01-08	47,4444630298633
POLCURA	2021-01-08	27,21
RALCO	2021-01-08	86,0
RAPEL	2021-01-08	0,4
ANGOSTURA	2021-01-09	30,9291251375949
CHAPO	2021-01-09	12,85
COLBUN	2021-01-09	103,144555448282
INVERNADA	2021-01-09	27,1061
LAJA	2021-01-09	18,7196
MELADO	2021-01-09	49,93
PANGUE	2021-01-09	3,6397274586887
PEHUENCHE	2021-01-09	63,8791092286559
POLCURA	2021-01-09	26,91592
RALCO	2021-01-09	84,0
RAPEL	2021-01-09	0,46
ANGOSTURA	2021-01-10	32,5883554653993
CHAPO	2021-01-10	91,81
COLBUN	2021-01-10	95,810573183899
INVERNADA	2021-01-10	28,37368
LAJA	2021-01-10	2,974746
MELADO	2021-01-10	47,66
PANGUE	2021-01-10	5,38575651187615
PEHUENCHE	2021-01-10	59,3064137426255
POLCURA	2021-01-10	25,96823
RALCO	2021-01-10	79,0
RAPEL	2021-01-10	1,48
ANGOSTURA	2021-01-11	30,686841199694
CHAPO	2021-01-11	56,19
COLBUN	2021-01-11	63,6092819279837
INVERNADA	2021-01-11	30,79198
LAJA	2021-01-11	10,82885
MELADO	2021-01-11	45,82
PANGUE	2021-01-11	7,13244328508343
PEHUENCHE	2021-01-11	25,2764798155872
POLCURA	2021-01-11	25,90231
RALCO	2021-01-11	96,0
RAPEL	2021-01-11	0,0
ANGOSTURA	2021-01-12	20,1649843039291
CHAPO	2021-01-12	24,1
COLBUN	2021-01-12	76,0643021241738
INVERNADA	2021-01-12	28,51386
LAJA	2021-01-12	51,65242
MELADO	2021-01-12	42,65
PANGUE	2021-01-12	4,90223786484682
PEHUENCHE	2021-01-12	33,2391965738366
POLCURA	2021-01-12	24,21562
RALCO	2021-01-12	91,0
RAPEL	2021-01-12	0,43
