anio;mes;dia;barra;tension;valor
2021;9;1;ATACAMA_______220;220;73,45
2021;9;2;ATACAMA_______220;220;65,27
2021;9;3;ATACAMA_______220;220;77,33
2021;9;4;ATACAMA_______220;220;33,06
2021;9;5;ATACAMA_______220;220;34,91
2021;9;6;ATACAMA_______220;220;48,88
2021;9;7;ATACAMA_______220;220;58,14
2021;9;8;ATACAMA_______220;220;40,17
2021;9;9;ATACAMA_______220;220;54,84
2021;9;10;ATACAMA_______220;220;54,01
2021;9;11;ATACAMA_______220;220;42,14
2021;9;12;ATACAMA_______220;220;53,77
2021;9;13;ATACAMA_______220;220;59,04
2021;9;14;ATACAMA_______220;220;67,17
2021;9;15;ATACAMA_______220;220;44,84
2021;9;16;ATACAMA_______220;220;52,56
2021;9;17;ATACAMA_______220;220;42,95
2021;9;18;ATACAMA_______220;220;31,93
2021;9;19;ATACAMA_______220;220;35,65
2021;9;20;ATACAMA_______220;220;44,57
2021;9;21;ATACAMA_______220;220;61,53
2021;9;22;ATACAMA_______220;220;51,28
2021;9;23;ATACAMA_______220;220;49,07
2021;9;24;ATACAMA_______220;220;58,19
2021;9;25;ATACAMA_______220;220;35,32
2021;9;26;ATACAMA_______220;220;22,66
2021;9;27;ATACAMA_______220;220;35,27
2021;9;28;ATACAMA_______220;220;49,20
2021;9;29;ATACAMA_______220;220;82,89
2021;9;30;ATACAMA_______220;220;43,07
2021;9;1;CARDONES______220;220;75,42
2021;9;2;CARDONES______220;220;68,01
2021;9;3;CARDONES______220;220;79,75
2021;9;4;CARDONES______220;220;32,99
2021;9;5;CARDONES______220;220;34,32
2021;9;6;CARDONES______220;220;48,56
2021;9;7;CARDONES______220;220;56,48
2021;9;8;CARDONES______220;220;39,32
2021;9;9;CARDONES______220;220;56,11
2021;9;10;CARDONES______220;220;55,38
2021;9;11;CARDONES______220;220;42,37
2021;9;12;CARDONES______220;220;54,32
2021;9;13;CARDONES______220;220;61,03
2021;9;14;CARDONES______220;220;71,13
2021;9;15;CARDONES______220;220;47,88
2021;9;16;CARDONES______220;220;54,48
2021;9;17;CARDONES______220;220;43,22
2021;9;18;CARDONES______220;220;32,19
2021;9;19;CARDONES______220;220;35,81
2021;9;20;CARDONES______220;220;44,59
2021;9;21;CARDONES______220;220;61,80
2021;9;22;CARDONES______220;220;51,38
2021;9;23;CARDONES______220;220;50,76
2021;9;24;CARDONES______220;220;58,24
2021;9;25;CARDONES______220;220;35,17
2021;9;26;CARDONES______220;220;22,41
2021;9;27;CARDONES______220;220;37,27
2021;9;28;CARDONES______220;220;52,33
2021;9;29;CARDONES______220;220;82,92
2021;9;30;CARDONES______220;220;42,80
2021;9;1;CHARRUA_______220;220;80,29
2021;9;2;CHARRUA_______220;220;73,08
2021;9;3;CHARRUA_______220;220;91,77
2021;9;4;CHARRUA_______220;220;33,61
2021;9;5;CHARRUA_______220;220;35,15
2021;9;6;CHARRUA_______220;220;56,60
2021;9;7;CHARRUA_______220;220;70,26
2021;9;8;CHARRUA_______220;220;42,97
2021;9;9;CHARRUA_______220;220;59,02
2021;9;10;CHARRUA_______220;220;58,71
2021;9;11;CHARRUA_______220;220;44,25
2021;9;12;CHARRUA_______220;220;55,80
2021;9;13;CHARRUA_______220;220;89,26
2021;9;14;CHARRUA_______220;220;100,32
2021;9;15;CHARRUA_______220;220;63,34
2021;9;16;CHARRUA_______220;220;57,47
2021;9;17;CHARRUA_______220;220;44,29
2021;9;18;CHARRUA_______220;220;32,54
2021;9;19;CHARRUA_______220;220;36,24
2021;9;20;CHARRUA_______220;220;45,37
2021;9;21;CHARRUA_______220;220;63,36
2021;9;22;CHARRUA_______220;220;61,63
2021;9;23;CHARRUA_______220;220;52,93
2021;9;24;CHARRUA_______220;220;58,54
2021;9;25;CHARRUA_______220;220;34,94
2021;9;26;CHARRUA_______220;220;21,74
2021;9;27;CHARRUA_______220;220;37,07
2021;9;28;CHARRUA_______220;220;58,56
2021;9;29;CHARRUA_______220;220;85,41
2021;9;30;CHARRUA_______220;220;52,34
2021;9;1;CRUCERO_______220;220;69,54
2021;9;2;CRUCERO_______220;220;60,18
2021;9;3;CRUCERO_______220;220;68,83
2021;9;4;CRUCERO_______220;220;30,37
2021;9;5;CRUCERO_______220;220;31,91
2021;9;6;CRUCERO_______220;220;42,61
2021;9;7;CRUCERO_______220;220;51,08
2021;9;8;CRUCERO_______220;220;36,83
2021;9;9;CRUCERO_______220;220;49,97
2021;9;10;CRUCERO_______220;220;47,93
2021;9;11;CRUCERO_______220;220;39,25
2021;9;12;CRUCERO_______220;220;49,74
2021;9;13;CRUCERO_______220;220;54,32
2021;9;14;CRUCERO_______220;220;62,16
2021;9;15;CRUCERO_______220;220;41,58
2021;9;16;CRUCERO_______220;220;47,85
2021;9;17;CRUCERO_______220;220;40,49
2021;9;18;CRUCERO_______220;220;31,60
2021;9;19;CRUCERO_______220;220;34,88
2021;9;20;CRUCERO_______220;220;43,20
2021;9;21;CRUCERO_______220;220;56,20
2021;9;22;CRUCERO_______220;220;48,21
2021;9;23;CRUCERO_______220;220;48,18
2021;9;24;CRUCERO_______220;220;55,90
2021;9;25;CRUCERO_______220;220;35,28
2021;9;26;CRUCERO_______220;220;23,52
2021;9;27;CRUCERO_______220;220;38,02
2021;9;28;CRUCERO_______220;220;52,13
2021;9;29;CRUCERO_______220;220;79,85
2021;9;30;CRUCERO_______220;220;42,62
2021;9;1;P.AZUCAR______220;220;77,51
2021;9;2;P.AZUCAR______220;220;69,95
2021;9;3;P.AZUCAR______220;220;82,36
2021;9;4;P.AZUCAR______220;220;33,51
2021;9;5;P.AZUCAR______220;220;34,69
2021;9;6;P.AZUCAR______220;220;49,78
2021;9;7;P.AZUCAR______220;220;57,54
2021;9;8;P.AZUCAR______220;220;39,85
2021;9;9;P.AZUCAR______220;220;57,87
2021;9;10;P.AZUCAR______220;220;57,47
2021;9;11;P.AZUCAR______220;220;43,12
2021;9;12;P.AZUCAR______220;220;55,64
2021;9;13;P.AZUCAR______220;220;62,96
2021;9;14;P.AZUCAR______220;220;73,93
2021;9;15;P.AZUCAR______220;220;49,47
2021;9;16;P.AZUCAR______220;220;56,27
2021;9;17;P.AZUCAR______220;220;44,05
2021;9;18;P.AZUCAR______220;220;32,51
2021;9;19;P.AZUCAR______220;220;36,19
2021;9;20;P.AZUCAR______220;220;45,26
2021;9;21;P.AZUCAR______220;220;63,22
2021;9;22;P.AZUCAR______220;220;52,34
2021;9;23;P.AZUCAR______220;220;52,04
2021;9;24;P.AZUCAR______220;220;59,22
2021;9;25;P.AZUCAR______220;220;35,49
2021;9;26;P.AZUCAR______220;220;22,22
2021;9;27;P.AZUCAR______220;220;37,61
2021;9;28;P.AZUCAR______220;220;53,51
2021;9;29;P.AZUCAR______220;220;84,91
2021;9;30;P.AZUCAR______220;220;43,11
2021;9;1;P.MONTT_______220;220;95,56
2021;9;2;P.MONTT_______220;220;103,56
2021;9;3;P.MONTT_______220;220;102,27
2021;9;4;P.MONTT_______220;220;30,91
2021;9;5;P.MONTT_______220;220;30,65
2021;9;6;P.MONTT_______220;220;75,21
2021;9;7;P.MONTT_______220;220;88,04
2021;9;8;P.MONTT_______220;220;50,83
2021;9;9;P.MONTT_______220;220;95,47
2021;9;10;P.MONTT_______220;220;67,17
2021;9;11;P.MONTT_______220;220;49,37
2021;9;12;P.MONTT_______220;220;62,58
2021;9;13;P.MONTT_______220;220;95,97
2021;9;14;P.MONTT_______220;220;110,19
2021;9;15;P.MONTT_______220;220;71,33
2021;9;16;P.MONTT_______220;220;62,90
2021;9;17;P.MONTT_______220;220;49,01
2021;9;18;P.MONTT_______220;220;35,17
