anio;mes;dia;barra;tension;valor
2016;12;1;ATACAMA_______220;220;55,86
2016;12;2;ATACAMA_______220;220;59,90
2016;12;3;ATACAMA_______220;220;61,93
2016;12;4;ATACAMA_______220;220;122,84
2016;12;5;ATACAMA_______220;220;90,92
2016;12;6;ATACAMA_______220;220;45,79
2016;12;7;ATACAMA_______220;220;48,94
2016;12;8;ATACAMA_______220;220;61,88
2016;12;9;ATACAMA_______220;220;53,31
2016;12;10;ATACAMA_______220;220;50,33
2016;12;11;ATACAMA_______220;220;60,62
2016;12;12;ATACAMA_______220;220;88,82
2016;12;13;ATACAMA_______220;220;66,68
2016;12;14;ATACAMA_______220;220;80,22
2016;12;15;ATACAMA_______220;220;89,43
2016;12;16;ATACAMA_______220;220;54,85
2016;12;17;ATACAMA_______220;220;88,65
2016;12;18;ATACAMA_______220;220;77,19
2016;12;19;ATACAMA_______220;220;76,75
2016;12;20;ATACAMA_______220;220;107,04
2016;12;21;ATACAMA_______220;220;93,00
2016;12;22;ATACAMA_______220;220;79,29
2016;12;23;ATACAMA_______220;220;113,78
2016;12;24;ATACAMA_______220;220;103,14
2016;12;25;ATACAMA_______220;220;103,98
2016;12;26;ATACAMA_______220;220;94,83
2016;12;27;ATACAMA_______220;220;115,74
2016;12;28;ATACAMA_______220;220;84,11
2016;12;29;ATACAMA_______220;220;101,86
2016;12;30;ATACAMA_______220;220;92,52
2016;12;31;ATACAMA_______220;220;88,51
2016;12;1;CARDONES______220;220;26,03
2016;12;2;CARDONES______220;220;24,15
2016;12;3;CARDONES______220;220;26,27
2016;12;4;CARDONES______220;220;21,43
2016;12;5;CARDONES______220;220;15,11
2016;12;6;CARDONES______220;220;16,36
2016;12;7;CARDONES______220;220;19,57
2016;12;8;CARDONES______220;220;24,02
2016;12;9;CARDONES______220;220;35,00
2016;12;10;CARDONES______220;220;21,12
2016;12;11;CARDONES______220;220;20,82
2016;12;12;CARDONES______220;220;18,21
