anio;mes;dia;barra;tension;valor
2011;7;1;ATACAMA_______220;220;60,37
2011;7;2;ATACAMA_______220;220;127,47
2011;7;3;ATACAMA_______220;220;140,49
2011;7;4;ATACAMA_______220;220;155,12
2011;7;5;ATACAMA_______220;220;147,73
2011;7;6;ATACAMA_______220;220;124,00
2011;7;7;ATACAMA_______220;220;89,24
2011;7;8;ATACAMA_______220;220;59,73
2011;7;9;ATACAMA_______220;220;60,88
2011;7;10;ATACAMA_______220;220;56,34
2011;7;11;ATACAMA_______220;220;55,83
2011;7;12;ATACAMA_______220;220;55,26
2011;7;13;ATACAMA_______220;220;57,98
2011;7;14;ATACAMA_______220;220;61,48
2011;7;15;ATACAMA_______220;220;64,56
2011;7;16;ATACAMA_______220;220;62,29
2011;7;17;ATACAMA_______220;220;61,02
2011;7;18;ATACAMA_______220;220;105,95
2011;7;19;ATACAMA_______220;220;94,55
2011;7;20;ATACAMA_______220;220;90,57
2011;7;21;ATACAMA_______220;220;69,71
2011;7;22;ATACAMA_______220;220;59,66
2011;7;23;ATACAMA_______220;220;55,46
2011;7;24;ATACAMA_______220;220;59,84
2011;7;25;ATACAMA_______220;220;54,38
2011;7;26;ATACAMA_______220;220;56,98
2011;7;27;ATACAMA_______220;220;56,34
2011;7;28;ATACAMA_______220;220;45,98
2011;7;29;ATACAMA_______220;220;49,19
2011;7;30;ATACAMA_______220;220;42,97
2011;7;31;ATACAMA_______220;220;46,68
2011;7;1;CARDONES______220;220;193,23
2011;7;2;CARDONES______220;220;145,17
2011;7;3;CARDONES______220;220;158,58
2011;7;4;CARDONES______220;220;163,51
2011;7;5;CARDONES______220;220;149,45
2011;7;6;CARDONES______220;220;153,31
2011;7;7;CARDONES______220;220;175,48
2011;7;8;CARDONES______220;220;175,39
2011;7;9;CARDONES______220;220;206,71
2011;7;10;CARDONES______220;220;241,54
2011;7;11;CARDONES______220;220;223,45
2011;7;12;CARDONES______220;220;163,48
2011;7;13;CARDONES______220;220;169,50
2011;7;14;CARDONES______220;220;157,45
2011;7;15;CARDONES______220;220;160,91
2011;7;16;CARDONES______220;220;157,68
2011;7;17;CARDONES______220;220;148,47
2011;7;18;CARDONES______220;220;149,57
2011;7;19;CARDONES______220;220;149,75
2011;7;20;CARDONES______220;220;146,02
2011;7;21;CARDONES______220;220;141,15
2011;7;22;CARDONES______220;220;171,72
2011;7;23;CARDONES______220;220;160,67
2011;7;24;CARDONES______220;220;157,39
2011;7;25;CARDONES______220;220;159,17
2011;7;26;CARDONES______220;220;158,37
2011;7;27;CARDONES______220;220;178,52
2011;7;28;CARDONES______220;220;211,67
2011;7;29;CARDONES______220;220;209,95
2011;7;30;CARDONES______220;220;163,32
2011;7;31;CARDONES______220;220;202,49
2011;7;1;CHARRUA_______220;220;243,91
2011;7;2;CHARRUA_______220;220;168,73
2011;7;3;CHARRUA_______220;220;167,91
2011;7;4;CHARRUA_______220;220;170,64
2011;7;5;CHARRUA_______220;220;169,58
2011;7;6;CHARRUA_______220;220;174,57
2011;7;7;CHARRUA_______220;220;219,28
2011;7;8;CHARRUA_______220;220;235,95
2011;7;9;CHARRUA_______220;220;267,12
2011;7;10;CHARRUA_______220;220;253,85
2011;7;11;CHARRUA_______220;220;234,41
2011;7;12;CHARRUA_______220;220;172,85
2011;7;13;CHARRUA_______220;220;167,91
2011;7;14;CHARRUA_______220;220;163,38
2011;7;15;CHARRUA_______220;220;169,47
2011;7;16;CHARRUA_______220;220;168,17
2011;7;17;CHARRUA_______220;220;162,90
2011;7;18;CHARRUA_______220;220;168,95
2011;7;19;CHARRUA_______220;220;169,13
2011;7;20;CHARRUA_______220;220;169,08
2011;7;21;CHARRUA_______220;220;169,11
2011;7;22;CHARRUA_______220;220;167,22
2011;7;23;CHARRUA_______220;220;166,92
2011;7;24;CHARRUA_______220;220;167,30
2011;7;25;CHARRUA_______220;220;166,64
2011;7;26;CHARRUA_______220;220;166,79
2011;7;27;CHARRUA_______220;220;188,02
2011;7;28;CHARRUA_______220;220;222,84
2011;7;29;CHARRUA_______220;220;222,61
2011;7;30;CHARRUA_______220;220;221,13
2011;7;31;CHARRUA_______220;220;220,07
2011;7;1;CRUCERO_______220;220;60,67
2011;7;2;CRUCERO_______220;220;126,93
2011;7;3;CRUCERO_______220;220;139,87
