anio;mes;dia;barra;tension;valor
2008;12;2;ATACAMA_______220;220;95,48
2008;12;3;ATACAMA_______220;220;113,13
2008;12;4;ATACAMA_______220;220;99,68
2008;12;5;ATACAMA_______220;220;127,50
2008;12;6;ATACAMA_______220;220;129,87
2008;12;7;ATACAMA_______220;220;139,50
2008;12;10;ATACAMA_______220;220;82,89
2008;12;11;ATACAMA_______220;220;112,39
2008;12;12;ATACAMA_______220;220;104,56
2008;12;13;ATACAMA_______220;220;93,10
2008;12;16;ATACAMA_______220;220;83,42
2008;12;17;ATACAMA_______220;220;78,70
2008;12;18;ATACAMA_______220;220;70,33
2008;12;19;ATACAMA_______220;220;97,68
2008;12;20;ATACAMA_______220;220;108,56
2008;12;21;ATACAMA_______220;220;109,95
2008;12;23;ATACAMA_______220;220;113,88
2008;12;24;ATACAMA_______220;220;97,43
2008;12;25;ATACAMA_______220;220;92,43
2008;12;27;ATACAMA_______220;220;97,44
2008;12;30;ATACAMA_______220;220;83,17
2008;12;31;ATACAMA_______220;220;73,37
2008;12;1;CARDONES______220;220;151,00
2008;12;2;CARDONES______220;220;153,36
2008;12;3;CARDONES______220;220;150,20
2008;12;4;CARDONES______220;220;149,20
2008;12;5;CARDONES______220;220;181,08
2008;12;6;CARDONES______220;220;152,17
2008;12;7;CARDONES______220;220;146,45
2008;12;8;CARDONES______220;220;182,56
2008;12;9;CARDONES______220;220;193,73
2008;12;10;CARDONES______220;220;212,93
2008;12;11;CARDONES______220;220;149,52
2008;12;12;CARDONES______220;220;141,37
2008;12;13;CARDONES______220;220;146,05
2008;12;14;CARDONES______220;220;191,30
2008;12;15;CARDONES______220;220;146,40
2008;12;16;CARDONES______220;220;142,69
2008;12;17;CARDONES______220;220;142,33
2008;12;18;CARDONES______220;220;142,95
2008;12;19;CARDONES______220;220;136,24
2008;12;20;CARDONES______220;220;138,13
2008;12;21;CARDONES______220;220;131,06
2008;12;22;CARDONES______220;220;131,82
2008;12;23;CARDONES______220;220;133,35
2008;12;24;CARDONES______220;220;134,16
2008;12;25;CARDONES______220;220;132,84
2008;12;26;CARDONES______220;220;130,57
2008;12;27;CARDONES______220;220;131,40
2008;12;28;CARDONES______220;220;124,44
2008;12;29;CARDONES______220;220;127,45
2008;12;30;CARDONES______220;220;130,37
2008;12;31;CARDONES______220;220;128,62
2008;12;1;CHARRUA_______220;220;130,26
2008;12;2;CHARRUA_______220;220;129,68
2008;12;3;CHARRUA_______220;220;133,15
2008;12;4;CHARRUA_______220;220;132,89
2008;12;5;CHARRUA_______220;220;133,40
2008;12;6;CHARRUA_______220;220;129,95
2008;12;7;CHARRUA_______220;220;122,37
2008;12;8;CHARRUA_______220;220;38,73
2008;12;9;CHARRUA_______220;220;118,45
2008;12;10;CHARRUA_______220;220;131,10
2008;12;11;CHARRUA_______220;220;131,26
2008;12;12;CHARRUA_______220;220;124,79
2008;12;13;CHARRUA_______220;220;125,92
2008;12;14;CHARRUA_______220;220;125,27
2008;12;15;CHARRUA_______220;220;124,89
2008;12;16;CHARRUA_______220;220;125,21
2008;12;17;CHARRUA_______220;220;124,79
2008;12;18;CHARRUA_______220;220;126,10
2008;12;19;CHARRUA_______220;220;117,83
2008;12;20;CHARRUA_______220;220;118,86
2008;12;21;CHARRUA_______220;220;114,89
2008;12;22;CHARRUA_______220;220;117,07
2008;12;23;CHARRUA_______220;220;117,10
2008;12;24;CHARRUA_______220;220;118,37
2008;12;25;CHARRUA_______220;220;118,13
2008;12;26;CHARRUA_______220;220;114,64
2008;12;27;CHARRUA_______220;220;114,38
2008;12;28;CHARRUA_______220;220;109,07
2008;12;29;CHARRUA_______220;220;112,89
2008;12;30;CHARRUA_______220;220;114,42
2008;12;31;CHARRUA_______220;220;112,87
2008;12;1;CRUCERO_______220;220;111,34
2008;12;2;CRUCERO_______220;220;99,57
2008;12;3;CRUCERO_______220;220;114,67
2008;12;4;CRUCERO_______220;220;102,91
2008;12;5;CRUCERO_______220;220;129,55
2008;12;6;CRUCERO_______220;220;135,65
2008;12;7;CRUCERO_______220;220;145,74
2008;12;8;CRUCERO_______220;220;130,22
2008;12;10;CRUCERO_______220;220;85,87
2008;12;11;CRUCERO_______220;220;116,42
2008;12;12;CRUCERO_______220;220;107,37
2008;12;13;CRUCERO_______220;220;96,42
2008;12;15;CRUCERO_______220;220;86,94
2008;12;16;CRUCERO_______220;220;85,18
2008;12;17;CRUCERO_______220;220;80,69
2008;12;18;CRUCERO_______220;220;73,87
2008;12;19;CRUCERO_______220;220;100,52
2008;12;20;CRUCERO_______220;220;111,82
2008;12;21;CRUCERO_______220;220;114,85
2008;12;23;CRUCERO_______220;220;118,39
2008;12;24;CRUCERO_______220;220;101,54
2008;12;25;CRUCERO_______220;220;97,07
2008;12;27;CRUCERO_______220;220;101,51
2008;12;30;CRUCERO_______220;220;86,44
2008;12;31;CRUCERO_______220;220;75,62
2008;12;1;P.AZUCAR______220;220;142,85
2008;12;2;P.AZUCAR______220;220;145,07
2008;12;3;P.AZUCAR______220;220;142,76
2008;12;4;P.AZUCAR______220;220;141,82
2008;12;5;P.AZUCAR______220;220;173,57
2008;12;6;P.AZUCAR______220;220;144,36
2008;12;7;P.AZUCAR______220;220;139,58
2008;12;8;P.AZUCAR______220;220;132,74
2008;12;9;P.AZUCAR______220;220;184,57
2008;12;10;P.AZUCAR______220;220;203,97
2008;12;11;P.AZUCAR______220;220;143,00
2008;12;12;P.AZUCAR______220;220;134,24
2008;12;13;P.AZUCAR______220;220;139,56
2008;12;14;P.AZUCAR______220;220;136,67
2008;12;15;P.AZUCAR______220;220;135,06
2008;12;16;P.AZUCAR______220;220;135,60
2008;12;17;P.AZUCAR______220;220;135,23
2008;12;18;P.AZUCAR______220;220;135,50
2008;12;19;P.AZUCAR______220;220;128,82
2008;12;20;P.AZUCAR______220;220;130,33
2008;12;21;P.AZUCAR______220;220;123,57
2008;12;22;P.AZUCAR______220;220;124,43
2008;12;23;P.AZUCAR______220;220;125,98
2008;12;24;P.AZUCAR______220;220;126,75
2008;12;25;P.AZUCAR______220;220;125,22
2008;12;26;P.AZUCAR______220;220;123,24
2008;12;27;P.AZUCAR______220;220;123,65
2008;12;28;P.AZUCAR______220;220;117,25
2008;12;29;P.AZUCAR______220;220;120,35
2008;12;30;P.AZUCAR______220;220;123,03
2008;12;31;P.AZUCAR______220;220;121,41
2008;12;1;P.MONTT_______220;220;162,81
2008;12;2;P.MONTT_______220;220;171,68
