anio;mes;dia;barra;tension;valor
2016;1;1;ATACAMA_______220;220;35,31
2016;1;2;ATACAMA_______220;220;35,10
2016;1;3;ATACAMA_______220;220;35,33
2016;1;4;ATACAMA_______220;220;44,32
2016;1;5;ATACAMA_______220;220;39,39
2016;1;6;ATACAMA_______220;220;34,86
2016;1;7;ATACAMA_______220;220;42,23
2016;1;8;ATACAMA_______220;220;63,29
2016;1;9;ATACAMA_______220;220;60,02
2016;1;10;ATACAMA_______220;220;55,09
2016;1;11;ATACAMA_______220;220;42,52
2016;1;12;ATACAMA_______220;220;44,23
2016;1;13;ATACAMA_______220;220;33,67
2016;1;14;ATACAMA_______220;220;34,96
2016;1;15;ATACAMA_______220;220;34,73
2016;1;16;ATACAMA_______220;220;36,20
2016;1;17;ATACAMA_______220;220;35,43
2016;1;18;ATACAMA_______220;220;37,85
2016;1;19;ATACAMA_______220;220;48,70
2016;1;20;ATACAMA_______220;220;47,25
2016;1;21;ATACAMA_______220;220;70,47
2016;1;22;ATACAMA_______220;220;60,91
2016;1;23;ATACAMA_______220;220;61,85
2016;1;24;ATACAMA_______220;220;52,69
2016;1;25;ATACAMA_______220;220;65,03
2016;1;26;ATACAMA_______220;220;46,81
2016;1;27;ATACAMA_______220;220;62,44
2016;1;28;ATACAMA_______220;220;60,36
2016;1;29;ATACAMA_______220;220;74,40
2016;1;30;ATACAMA_______220;220;59,50
2016;1;31;ATACAMA_______220;220;47,37
2016;1;1;CARDONES______220;220;31,59
2016;1;2;CARDONES______220;220;31,47
2016;1;3;CARDONES______220;220;31,68
2016;1;4;CARDONES______220;220;35,99
2016;1;5;CARDONES______220;220;51,79
2016;1;6;CARDONES______220;220;51,20
2016;1;7;CARDONES______220;220;50,75
2016;1;8;CARDONES______220;220;45,87
2016;1;9;CARDONES______220;220;46,42
2016;1;10;CARDONES______220;220;41,24
2016;1;11;CARDONES______220;220;44,56
2016;1;12;CARDONES______220;220;44,92
2016;1;13;CARDONES______220;220;38,52
2016;1;14;CARDONES______220;220;39,04
2016;1;15;CARDONES______220;220;28,23
2016;1;16;CARDONES______220;220;27,81
2016;1;17;CARDONES______220;220;36,26
2016;1;18;CARDONES______220;220;40,72
2016;1;19;CARDONES______220;220;46,72
2016;1;20;CARDONES______220;220;49,64
2016;1;21;CARDONES______220;220;45,61
2016;1;22;CARDONES______220;220;42,74
2016;1;23;CARDONES______220;220;40,99
2016;1;24;CARDONES______220;220;27,62
2016;1;25;CARDONES______220;220;44,12
2016;1;26;CARDONES______220;220;40,15
2016;1;27;CARDONES______220;220;45,60
2016;1;28;CARDONES______220;220;45,18
2016;1;29;CARDONES______220;220;48,77
2016;1;30;CARDONES______220;220;74,38
2016;1;31;CARDONES______220;220;44,92
2016;1;1;CHARRUA_______220;220;29,26
2016;1;2;CHARRUA_______220;220;36,35
2016;1;3;CHARRUA_______220;220;37,52
2016;1;4;CHARRUA_______220;220;45,63
2016;1;5;CHARRUA_______220;220;66,03
2016;1;6;CHARRUA_______220;220;80,27
2016;1;7;CHARRUA_______220;220;74,26
2016;1;8;CHARRUA_______220;220;61,94
2016;1;9;CHARRUA_______220;220;58,31
2016;1;10;CHARRUA_______220;220;42,25
2016;1;11;CHARRUA_______220;220;54,69
2016;1;12;CHARRUA_______220;220;56,11
2016;1;13;CHARRUA_______220;220;40,16
2016;1;14;CHARRUA_______220;220;40,65
2016;1;15;CHARRUA_______220;220;40,60
2016;1;16;CHARRUA_______220;220;38,30
