anio;mes;dia;barra;tension;valor
2017;12;1;ATACAMA_______220;220;68,70
2017;12;2;ATACAMA_______220;220;72,62
2017;12;3;ATACAMA_______220;220;60,74
2017;12;4;ATACAMA_______220;220;73,20
2017;12;5;ATACAMA_______220;220;75,07
2017;12;6;ATACAMA_______220;220;64,52
2017;12;7;ATACAMA_______220;220;57,02
2017;12;8;ATACAMA_______220;220;46,82
2017;12;9;ATACAMA_______220;220;45,52
2017;12;10;ATACAMA_______220;220;61,13
2017;12;11;ATACAMA_______220;220;91,55
2017;12;12;ATACAMA_______220;220;80,35
2017;12;13;ATACAMA_______220;220;38,83
2017;12;14;ATACAMA_______220;220;47,94
2017;12;15;ATACAMA_______220;220;54,54
2017;12;16;ATACAMA_______220;220;49,32
2017;12;17;ATACAMA_______220;220;55,59
2017;12;18;ATACAMA_______220;220;58,46
2017;12;19;ATACAMA_______220;220;56,14
2017;12;20;ATACAMA_______220;220;56,44
2017;12;21;ATACAMA_______220;220;52,17
2017;12;22;ATACAMA_______220;220;47,65
2017;12;23;ATACAMA_______220;220;48,44
2017;12;24;ATACAMA_______220;220;49,10
2017;12;25;ATACAMA_______220;220;49,73
2017;12;26;ATACAMA_______220;220;55,00
2017;12;27;ATACAMA_______220;220;51,68
2017;12;28;ATACAMA_______220;220;49,77
2017;12;29;ATACAMA_______220;220;49,40
2017;12;30;ATACAMA_______220;220;49,92
2017;12;31;ATACAMA_______220;220;52,25
2017;12;1;CARDONES______220;220;47,34
2017;12;2;CARDONES______220;220;46,96
2017;12;3;CARDONES______220;220;37,19
2017;12;4;CARDONES______220;220;36,74
2017;12;5;CARDONES______220;220;53,21
2017;12;6;CARDONES______220;220;57,20
2017;12;7;CARDONES______220;220;31,37
2017;12;8;CARDONES______220;220;36,12
2017;12;9;CARDONES______220;220;34,63
2017;12;10;CARDONES______220;220;60,95
2017;12;11;CARDONES______220;220;98,92
2017;12;12;CARDONES______220;220;79,57
2017;12;13;CARDONES______220;220;38,87
2017;12;14;CARDONES______220;220;25,99
2017;12;15;CARDONES______220;220;35,02
2017;12;16;CARDONES______220;220;30,74
2017;12;17;CARDONES______220;220;38,58
2017;12;18;CARDONES______220;220;40,89
2017;12;19;CARDONES______220;220;35,10
2017;12;20;CARDONES______220;220;36,79
2017;12;21;CARDONES______220;220;28,07
