anio;mes;dia;barra;tension;valor
2018;3;1;ATACAMA_______220;220;29,00
2018;3;2;ATACAMA_______220;220;37,01
2018;3;3;ATACAMA_______220;220;35,37
2018;3;4;ATACAMA_______220;220;43,08
2018;3;5;ATACAMA_______220;220;48,15
2018;3;6;ATACAMA_______220;220;39,56
2018;3;7;ATACAMA_______220;220;44,94
2018;3;8;ATACAMA_______220;220;43,36
2018;3;9;ATACAMA_______220;220;47,65
2018;3;10;ATACAMA_______220;220;35,96
2018;3;11;ATACAMA_______220;220;37,40
2018;3;12;ATACAMA_______220;220;40,94
2018;3;13;ATACAMA_______220;220;48,36
2018;3;14;ATACAMA_______220;220;32,33
2018;3;15;ATACAMA_______220;220;34,65
2018;3;16;ATACAMA_______220;220;51,64
2018;3;17;ATACAMA_______220;220;38,78
2018;3;18;ATACAMA_______220;220;36,91
2018;3;19;ATACAMA_______220;220;31,25
2018;3;20;ATACAMA_______220;220;48,50
2018;3;21;ATACAMA_______220;220;69,20
2018;3;22;ATACAMA_______220;220;51,02
2018;3;23;ATACAMA_______220;220;44,92
2018;3;24;ATACAMA_______220;220;50,55
2018;3;25;ATACAMA_______220;220;48,01
2018;3;26;ATACAMA_______220;220;49,48
2018;3;27;ATACAMA_______220;220;43,24
2018;3;28;ATACAMA_______220;220;50,92
2018;3;29;ATACAMA_______220;220;49,04
2018;3;30;ATACAMA_______220;220;46,19
2018;3;31;ATACAMA_______220;220;44,86
2018;3;1;CARDONES______220;220;27,75
2018;3;2;CARDONES______220;220;35,14
2018;3;3;CARDONES______220;220;34,07
2018;3;4;CARDONES______220;220;40,70
2018;3;5;CARDONES______220;220;46,33
2018;3;6;CARDONES______220;220;38,77
2018;3;7;CARDONES______220;220;44,29
2018;3;8;CARDONES______220;220;41,11
2018;3;9;CARDONES______220;220;46,40
2018;3;10;CARDONES______220;220;34,53
2018;3;11;CARDONES______220;220;35,49
2018;3;12;CARDONES______220;220;38,77
2018;3;13;CARDONES______220;220;47,19
2018;3;14;CARDONES______220;220;31,58
2018;3;15;CARDONES______220;220;34,01
2018;3;16;CARDONES______220;220;49,80
2018;3;17;CARDONES______220;220;37,33
2018;3;18;CARDONES______220;220;35,07
2018;3;19;CARDONES______220;220;29,83
2018;3;20;CARDONES______220;220;45,78
2018;3;21;CARDONES______220;220;50,28
2018;3;22;CARDONES______220;220;48,86
2018;3;23;CARDONES______220;220;42,73
2018;3;24;CARDONES______220;220;48,15
2018;3;25;CARDONES______220;220;46,08
2018;3;26;CARDONES______220;220;47,75
2018;3;27;CARDONES______220;220;42,00
2018;3;28;CARDONES______220;220;49,00
2018;3;29;CARDONES______220;220;46,84
2018;3;30;CARDONES______220;220;44,57
2018;3;31;CARDONES______220;220;43,65
2018;3;1;CHARRUA_______220;220;56,18
2018;3;2;CHARRUA_______220;220;80,33
2018;3;3;CHARRUA_______220;220;69,38
2018;3;4;CHARRUA_______220;220;46,33
2018;3;5;CHARRUA_______220;220;91,20
2018;3;6;CHARRUA_______220;220;78,09
2018;3;7;CHARRUA_______220;220;103,70
2018;3;8;CHARRUA_______220;220;87,08
2018;3;9;CHARRUA_______220;220;93,36
2018;3;10;CHARRUA_______220;220;62,99
2018;3;11;CHARRUA_______220;220;51,98
2018;3;12;CHARRUA_______220;220;65,90
2018;3;13;CHARRUA_______220;220;74,62
2018;3;14;CHARRUA_______220;220;80,05
2018;3;15;CHARRUA_______220;220;81,38
2018;3;16;CHARRUA_______220;220;62,81
2018;3;17;CHARRUA_______220;220;59,06
2018;3;18;CHARRUA_______220;220;55,35
2018;3;19;CHARRUA_______220;220;58,38
2018;3;20;CHARRUA_______220;220;68,56
2018;3;21;CHARRUA_______220;220;62,85
2018;3;22;CHARRUA_______220;220;79,84
2018;3;23;CHARRUA_______220;220;93,11
2018;3;24;CHARRUA_______220;220;68,72
2018;3;25;CHARRUA_______220;220;59,53
2018;3;26;CHARRUA_______220;220;76,96
2018;3;27;CHARRUA_______220;220;84,30
2018;3;28;CHARRUA_______220;220;93,18
2018;3;29;CHARRUA_______220;220;80,68
2018;3;30;CHARRUA_______220;220;77,03
2018;3;31;CHARRUA_______220;220;75,86
2018;3;1;CRUCERO_______220;220;28,61
2018;3;2;CRUCERO_______220;220;36,65
2018;3;3;CRUCERO_______220;220;35,52
2018;3;4;CRUCERO_______220;220;43,03
2018;3;5;CRUCERO_______220;220;46,85
2018;3;6;CRUCERO_______220;220;39,93
2018;3;7;CRUCERO_______220;220;46,27
2018;3;8;CRUCERO_______220;220;42,38
2018;3;9;CRUCERO_______220;220;47,45
2018;3;10;CRUCERO_______220;220;36,03
2018;3;11;CRUCERO_______220;220;37,20
2018;3;12;CRUCERO_______220;220;41,27
2018;3;13;CRUCERO_______220;220;50,12
2018;3;14;CRUCERO_______220;220;33,66
2018;3;15;CRUCERO_______220;220;34,17
2018;3;16;CRUCERO_______220;220;51,38
2018;3;17;CRUCERO_______220;220;38,72
2018;3;18;CRUCERO_______220;220;36,83
2018;3;19;CRUCERO_______220;220;31,25
2018;3;20;CRUCERO_______220;220;47,86
2018;3;21;CRUCERO_______220;220;68,05
2018;3;22;CRUCERO_______220;220;50,34
2018;3;23;CRUCERO_______220;220;44,84
2018;3;24;CRUCERO_______220;220;49,86
2018;3;25;CRUCERO_______220;220;46,88
2018;3;26;CRUCERO_______220;220;47,72
2018;3;27;CRUCERO_______220;220;43,83
2018;3;28;CRUCERO_______220;220;50,58
2018;3;29;CRUCERO_______220;220;48,07
2018;3;30;CRUCERO_______220;220;46,90
2018;3;31;CRUCERO_______220;220;45,37
2018;3;1;P.AZUCAR______220;220;49,15
2018;3;2;P.AZUCAR______220;220;61,42
2018;3;3;P.AZUCAR______220;220;48,89
2018;3;4;P.AZUCAR______220;220;40,32
2018;3;5;P.AZUCAR______220;220;83,33
2018;3;6;P.AZUCAR______220;220;76,88
2018;3;7;P.AZUCAR______220;220;100,53
2018;3;8;P.AZUCAR______220;220;84,69
2018;3;9;P.AZUCAR______220;220;90,72
2018;3;10;P.AZUCAR______220;220;40,37
2018;3;11;P.AZUCAR______220;220;34,80
2018;3;12;P.AZUCAR______220;220;47,54
2018;3;13;P.AZUCAR______220;220;56,72
2018;3;14;P.AZUCAR______220;220;38,03
2018;3;15;P.AZUCAR______220;220;58,24
2018;3;16;P.AZUCAR______220;220;60,15
2018;3;17;P.AZUCAR______220;220;52,96
2018;3;18;P.AZUCAR______220;220;36,50
2018;3;19;P.AZUCAR______220;220;36,17
2018;3;20;P.AZUCAR______220;220;61,91
2018;3;21;P.AZUCAR______220;220;59,75
2018;3;22;P.AZUCAR______220;220;59,40
2018;3;23;P.AZUCAR______220;220;49,73
2018;3;24;P.AZUCAR______220;220;61,93
2018;3;25;P.AZUCAR______220;220;54,55
2018;3;26;P.AZUCAR______220;220;57,61
2018;3;27;P.AZUCAR______220;220;68,95
2018;3;28;P.AZUCAR______220;220;81,73
2018;3;29;P.AZUCAR______220;220;73,45
2018;3;30;P.AZUCAR______220;220;60,98
2018;3;31;P.AZUCAR______220;220;55,25
2018;3;1;P.MONTT_______220;220;60,43
2018;3;2;P.MONTT_______220;220;86,51
2018;3;3;P.MONTT_______220;220;72,10
2018;3;4;P.MONTT_______220;220;47,52
2018;3;5;P.MONTT_______220;220;97,30
2018;3;6;P.MONTT_______220;220;83,15
2018;3;7;P.MONTT_______220;220;112,54
2018;3;8;P.MONTT_______220;220;95,38
2018;3;9;P.MONTT_______220;220;98,06
2018;3;10;P.MONTT_______220;220;65,62
2018;3;11;P.MONTT_______220;220;52,08
2018;3;12;P.MONTT_______220;220;69,55
2018;3;13;P.MONTT_______220;220;78,47
2018;3;14;P.MONTT_______220;220;83,70
2018;3;15;P.MONTT_______220;220;84,31
2018;3;16;P.MONTT_______220;220;63,78
