reservorio	fecha	agua_caida
ABANICO	2019-01-01	0,0
ACONCAGUA	2019-01-01	0,0
CHAPO	2019-01-01	1,5
CIPRESES	2019-01-01	0,0
COLBÚN	2019-01-01	0,0
INVERNADA	2019-01-01	0,0
LAJA	2019-01-01	0,0
LA MINA	2019-01-01	0,0
LOS MOLLES	2019-01-01	0,0
MELADO	2019-01-01	0,0
PANGUE	2019-01-01	0,0
PEHUENCHE	2019-01-01	0,0
PILMAIQUEN	2019-01-01	0,0
PULLINQUE	2019-01-01	0,0
RAPEL	2019-01-01	0,0
SAUZAL	2019-01-01	0,0
ABANICO	2019-01-02	0,0
ACONCAGUA	2019-01-02	0,0
CHAPO	2019-01-02	1,5
CIPRESES	2019-01-02	0,0
COLBÚN	2019-01-02	0,0
INVERNADA	2019-01-02	0,0
LAJA	2019-01-02	0,0
LA MINA	2019-01-02	0,0
LOS MOLLES	2019-01-02	0,0
MELADO	2019-01-02	0,0
PANGUE	2019-01-02	0,0
PEHUENCHE	2019-01-02	0,0
PILMAIQUEN	2019-01-02	0,0
PULLINQUE	2019-01-02	0,0
RAPEL	2019-01-02	0,0
SAUZAL	2019-01-02	0,0
ABANICO	2019-01-03	0,0
ACONCAGUA	2019-01-03	0,0
CHAPO	2019-01-03	0,0
CIPRESES	2019-01-03	0,0
COLBÚN	2019-01-03	0,0
INVERNADA	2019-01-03	0,0
LAJA	2019-01-03	0,0
LA MINA	2019-01-03	0,0
LOS MOLLES	2019-01-03	0,0
MELADO	2019-01-03	0,0
PANGUE	2019-01-03	0,0
PEHUENCHE	2019-01-03	0,0
PILMAIQUEN	2019-01-03	0,0
PULLINQUE	2019-01-03	0,0
RAPEL	2019-01-03	0,0
SAUZAL	2019-01-03	0,0
ABANICO	2019-01-04	0,0
ACONCAGUA	2019-01-04	0,0
CHAPO	2019-01-04	0,0
CIPRESES	2019-01-04	0,0
COLBÚN	2019-01-04	0,0
INVERNADA	2019-01-04	0,0
LAJA	2019-01-04	0,0
LA MINA	2019-01-04	0,0
LOS MOLLES	2019-01-04	0,0
MELADO	2019-01-04	0,0
PANGUE	2019-01-04	0,0
PEHUENCHE	2019-01-04	0,0
PILMAIQUEN	2019-01-04	0,0
PULLINQUE	2019-01-04	0,0
RAPEL	2019-01-04	0,0
SAUZAL	2019-01-04	0,0
ABANICO	2019-01-05	0,0
ACONCAGUA	2019-01-05	0,0
CHAPO	2019-01-05	0,0
CIPRESES	2019-01-05	0,0
COLBÚN	2019-01-05	0,0
INVERNADA	2019-01-05	0,0
LAJA	2019-01-05	0,0
LA MINA	2019-01-05	0,0
LOS MOLLES	2019-01-05	0,0
MELADO	2019-01-05	0,0
PANGUE	2019-01-05	0,0
PEHUENCHE	2019-01-05	0,0
PILMAIQUEN	2019-01-05	0,0
PULLINQUE	2019-01-05	0,0
RAPEL	2019-01-05	0,0
SAUZAL	2019-01-05	0,0
ABANICO	2019-01-06	0,0
ACONCAGUA	2019-01-06	0,0
CHAPO	2019-01-06	0,0
CIPRESES	2019-01-06	0,0
COLBÚN	2019-01-06	0,0
INVERNADA	2019-01-06	0,0
LAJA	2019-01-06	0,0
LA MINA	2019-01-06	0,0
LOS MOLLES	2019-01-06	0,0
MELADO	2019-01-06	0,0
PANGUE	2019-01-06	0,0
PEHUENCHE	2019-01-06	0,0
PILMAIQUEN	2019-01-06	0,0
PULLINQUE	2019-01-06	0,0
RAPEL	2019-01-06	0,0
SAUZAL	2019-01-06	0,0
ABANICO	2019-01-07	3,0
ACONCAGUA	2019-01-07	0,0
CHAPO	2019-01-07	26,5
CIPRESES	2019-01-07	2,0
COLBÚN	2019-01-07	2,75
INVERNADA	2019-01-07	2,0
LAJA	2019-01-07	3,0
LA MINA	2019-01-07	1,3
LOS MOLLES	2019-01-07	0,0
MELADO	2019-01-07	0,8
PANGUE	2019-01-07	18,1
PEHUENCHE	2019-01-07	0,8
PILMAIQUEN	2019-01-07	9,6
PULLINQUE	2019-01-07	7,6
RAPEL	2019-01-07	0,0
SAUZAL	2019-01-07	0,0
ABANICO	2019-01-08	39,0
ACONCAGUA	2019-01-08	0,0
CHAPO	2019-01-08	19,0
CIPRESES	2019-01-08	1,0
COLBÚN	2019-01-08	0,25
INVERNADA	2019-01-08	1,0
LAJA	2019-01-08	39,0
LA MINA	2019-01-08	0,5
LOS MOLLES	2019-01-08	0,0
MELADO	2019-01-08	1,5
PANGUE	2019-01-08	107,6
PEHUENCHE	2019-01-08	1,5
PILMAIQUEN	2019-01-08	9,1
PULLINQUE	2019-01-08	7,6
RAPEL	2019-01-08	0,0
SAUZAL	2019-01-08	0,0
ABANICO	2019-01-09	4,0
ACONCAGUA	2019-01-09	0,0
CHAPO	2019-01-09	5,0
CIPRESES	2019-01-09	0,0
COLBÚN	2019-01-09	0,0
INVERNADA	2019-01-09	0,0
LAJA	2019-01-09	4,0
LA MINA	2019-01-09	0,3
LOS MOLLES	2019-01-09	0,0
MELADO	2019-01-09	0,0
PANGUE	2019-01-09	17,6
PEHUENCHE	2019-01-09	0,0
PILMAIQUEN	2019-01-09	3,0
PULLINQUE	2019-01-09	0,1
RAPEL	2019-01-09	0,0
SAUZAL	2019-01-09	0,0
ACONCAGUA	2019-01-10	0,0
CHAPO	2019-01-10	0,0
COLBÚN	2019-01-10	0,0
INVERNADA	2019-01-10	0,0
LAJA	2019-01-10	0,0
LA MINA	2019-01-10	0,0
LOS MOLLES	2019-01-10	0,0
MELADO	2019-01-10	0,0
PANGUE	2019-01-10	0,0
PILMAIQUEN	2019-01-10	0,0
PULLINQUE	2019-01-10	0,0
RAPEL	2019-01-10	0,0
SAUZAL	2019-01-10	0,0
ABANICO	2019-01-11	0,0
ACONCAGUA	2019-01-11	0,0
CHAPO	2019-01-11	8,0
CIPRESES	2019-01-11	0,0
COLBÚN	2019-01-11	0,0
INVERNADA	2019-01-11	0,0
LAJA	2019-01-11	0,0
LA MINA	2019-01-11	0,0
LOS MOLLES	2019-01-11	0,0
MELADO	2019-01-11	0,0
PANGUE	2019-01-11	0,0
PEHUENCHE	2019-01-11	0,0
PILMAIQUEN	2019-01-11	0,3
PULLINQUE	2019-01-11	0,0
RAPEL	2019-01-11	0,0
SAUZAL	2019-01-11	0,0
