reservorio	fecha	agua_caida
ACONCAGUA	2020-01-01	0,0
CHAPO	2020-01-01	0,0
COLBÚN	2020-01-01	0,0
INVERNADA	2020-01-01	0,0
LAJA	2020-01-01	0,0
LA MINA	2020-01-01	0,0
LOS MOLLES	2020-01-01	0,0
MELADO	2020-01-01	0,0
PANGUE	2020-01-01	0,0
PILMAIQUEN	2020-01-01	0,0
PULLINQUE	2020-01-01	0,0
RAPEL	2020-01-01	0,0
SAUZAL	2020-01-01	0,0
ACONCAGUA	2020-01-02	0,0
CHAPO	2020-01-02	0,0
COLBÚN	2020-01-02	0,0
INVERNADA	2020-01-02	0,0
LAJA	2020-01-02	0,0
LA MINA	2020-01-02	0,0
LOS MOLLES	2020-01-02	0,0
MELADO	2020-01-02	0,0
PANGUE	2020-01-02	0,0
PILMAIQUEN	2020-01-02	0,0
PULLINQUE	2020-01-02	0,0
RAPEL	2020-01-02	0,0
SAUZAL	2020-01-02	0,0
ACONCAGUA	2020-01-03	0,0
CHAPO	2020-01-03	0,0
COLBÚN	2020-01-03	0,0
INVERNADA	2020-01-03	0,0
LAJA	2020-01-03	0,0
LA MINA	2020-01-03	0,0
LOS MOLLES	2020-01-03	0,0
MELADO	2020-01-03	0,0
PANGUE	2020-01-03	0,0
PILMAIQUEN	2020-01-03	0,0
PULLINQUE	2020-01-03	0,0
RAPEL	2020-01-03	0,0
SAUZAL	2020-01-03	0,0
ACONCAGUA	2020-01-04	0,0
CHAPO	2020-01-04	0,0
COLBÚN	2020-01-04	0,0
INVERNADA	2020-01-04	0,0
LAJA	2020-01-04	0,0
LA MINA	2020-01-04	0,0
LOS MOLLES	2020-01-04	0,0
MELADO	2020-01-04	0,0
PANGUE	2020-01-04	0,0
PILMAIQUEN	2020-01-04	0,0
PULLINQUE	2020-01-04	0,0
RAPEL	2020-01-04	0,0
SAUZAL	2020-01-04	0,0
ACONCAGUA	2020-01-05	0,0
CHAPO	2020-01-05	28,0
COLBÚN	2020-01-05	0,0
INVERNADA	2020-01-05	0,0
LAJA	2020-01-05	0,0
LA MINA	2020-01-05	0,0
LOS MOLLES	2020-01-05	0,0
MELADO	2020-01-05	0,0
PANGUE	2020-01-05	3,0
PILMAIQUEN	2020-01-05	5,0
PULLINQUE	2020-01-05	0,6
RAPEL	2020-01-05	0,0
SAUZAL	2020-01-05	0,0
ACONCAGUA	2020-01-06	0,0
CHAPO	2020-01-06	3,0
COLBÚN	2020-01-06	0,0
INVERNADA	2020-01-06	0,0
LAJA	2020-01-06	0,0
LA MINA	2020-01-06	0,0
LOS MOLLES	2020-01-06	0,0
MELADO	2020-01-06	0,0
PANGUE	2020-01-06	0,0
PILMAIQUEN	2020-01-06	3,0
PULLINQUE	2020-01-06	0,0
RAPEL	2020-01-06	0,0
SAUZAL	2020-01-06	0,0
ACONCAGUA	2020-01-07	0,0
CHAPO	2020-01-07	37,0
COLBÚN	2020-01-07	0,0
INVERNADA	2020-01-07	0,0
LAJA	2020-01-07	0,0
LA MINA	2020-01-07	0,0
LOS MOLLES	2020-01-07	0,0
MELADO	2020-01-07	0,0
PANGUE	2020-01-07	0,6
PILMAIQUEN	2020-01-07	19,0
PULLINQUE	2020-01-07	1,3
RAPEL	2020-01-07	0,0
SAUZAL	2020-01-07	0,0
ACONCAGUA	2020-01-08	0,0
CHAPO	2020-01-08	53,5
COLBÚN	2020-01-08	0,0
INVERNADA	2020-01-08	0,0
LAJA	2020-01-08	27,0
LA MINA	2020-01-08	0,0
LOS MOLLES	2020-01-08	0,0
MELADO	2020-01-08	0,0
PANGUE	2020-01-08	47,8
PILMAIQUEN	2020-01-08	0,0
PULLINQUE	2020-01-08	0,0
RAPEL	2020-01-08	0,0
SAUZAL	2020-01-08	0,0
ACONCAGUA	2020-01-09	0,0
CHAPO	2020-01-09	25,5
COLBÚN	2020-01-09	0,0
INVERNADA	2020-01-09	0,0
LAJA	2020-01-09	0,0
LOS MOLLES	2020-01-09	0,0
MELADO	2020-01-09	0,0
PANGUE	2020-01-09	0,2
PILMAIQUEN	2020-01-09	19,0
PULLINQUE	2020-01-09	0,1
RAPEL	2020-01-09	0,0
SAUZAL	2020-01-09	0,0
ACONCAGUA	2020-01-10	0,0
CHAPO	2020-01-10	0,0
COLBÚN	2020-01-10	0,0
INVERNADA	2020-01-10	0,0
LAJA	2020-01-10	0,0
LOS MOLLES	2020-01-10	0,0
MELADO	2020-01-10	0,0
PANGUE	2020-01-10	0,0
PILMAIQUEN	2020-01-10	0,0
PULLINQUE	2020-01-10	0,0
RAPEL	2020-01-10	0,0
SAUZAL	2020-01-10	0,0
ACONCAGUA	2020-01-11	0,0
CHAPO	2020-01-11	0,0
COLBÚN	2020-01-11	0,0
INVERNADA	2020-01-11	0,0
LAJA	2020-01-11	0,0
LOS MOLLES	2020-01-11	0,0
MELADO	2020-01-11	0,0
PANGUE	2020-01-11	0,0
PILMAIQUEN	2020-01-11	0,0
PULLINQUE	2020-01-11	0,0
RAPEL	2020-01-11	0,0
SAUZAL	2020-01-11	0,0
ACONCAGUA	2020-01-12	0,0
CHAPO	2020-01-12	0,0
COLBÚN	2020-01-12	0,0
INVERNADA	2020-01-12	0,0
LAJA	2020-01-12	0,0
LOS MOLLES	2020-01-12	0,0
MELADO	2020-01-12	0,0
PANGUE	2020-01-12	0,0
PILMAIQUEN	2020-01-12	0,0
PULLINQUE	2020-01-12	0,0
RAPEL	2020-01-12	0,0
SAUZAL	2020-01-12	0,0
ACONCAGUA	2020-01-13	0,0
CHAPO	2020-01-13	8,0
COLBÚN	2020-01-13	0,0
INVERNADA	2020-01-13	0,0
LAJA	2020-01-13	0,0
LA MINA	2020-01-13	0,0
LOS MOLLES	2020-01-13	0,0
MELADO	2020-01-13	0,0
PANGUE	2020-01-13	0,0
PILMAIQUEN	2020-01-13	0,0
PULLINQUE	2020-01-13	0,0
RAPEL	2020-01-13	0,0
SAUZAL	2020-01-13	0,0
ACONCAGUA	2020-01-14	0,0
CHAPO	2020-01-14	13,0
COLBÚN	2020-01-14	0,0
INVERNADA	2020-01-14	0,0
LAJA	2020-01-14	0,0
LA MINA	2020-01-14	0,0
LOS MOLLES	2020-01-14	0,0
MELADO	2020-01-14	0,0
PANGUE	2020-01-14	0,0
PILMAIQUEN	2020-01-14	5,0
PULLINQUE	2020-01-14	5,7
RAPEL	2020-01-14	0,0
SAUZAL	2020-01-14	0,0
ACONCAGUA	2020-01-15	0,0
CHAPO	2020-01-15	0,0
COLBÚN	2020-01-15	0,0
INVERNADA	2020-01-15	0,0
LAJA	2020-01-15	0,0
LA MINA	2020-01-15	0,0
LOS MOLLES	2020-01-15	0,0
MELADO	2020-01-15	0,0
PANGUE	2020-01-15	0,0
PILMAIQUEN	2020-01-15	0,0
PULLINQUE	2020-01-15	0,0
RAPEL	2020-01-15	0,0
SAUZAL	2020-01-15	0,0
ACONCAGUA	2020-01-16	0,0
CHAPO	2020-01-16	0,0
COLBÚN	2020-01-16	0,0
INVERNADA	2020-01-16	0,0
LAJA	2020-01-16	0,0
LA MINA	2020-01-16	0,0
LOS MOLLES	2020-01-16	0,0
MELADO	2020-01-16	0,0
PANGUE	2020-01-16	0,0
PILMAIQUEN	2020-01-16	0,0
PULLINQUE	2020-01-16	0,0
RAPEL	2020-01-16	0,0
SAUZAL	2020-01-16	0,0
ACONCAGUA	2020-01-17	0,0
CHAPO	2020-01-17	0,0
COLBÚN	2020-01-17	0,0
INVERNADA	2020-01-17	0,0
LAJA	2020-01-17	0,0
LA MINA	2020-01-17	0,0
LOS MOLLES	2020-01-17	0,0
MELADO	2020-01-17	0,0
PANGUE	2020-01-17	0,0
PILMAIQUEN	2020-01-17	0,0
PULLINQUE	2020-01-17	0,0
RAPEL	2020-01-17	0,0
SAUZAL	2020-01-17	0,0
ACONCAGUA	2020-01-18	0,0
CHAPO	2020-01-18	0,0
COLBÚN	2020-01-18	0,0
INVERNADA	2020-01-18	0,0
LAJA	2020-01-18	0,0
LA MINA	2020-01-18	0,0
LOS MOLLES	2020-01-18	0,0
MELADO	2020-01-18	0,0
PANGUE	2020-01-18	0,0
PILMAIQUEN	2020-01-18	0,0
PULLINQUE	2020-01-18	0,0
RAPEL	2020-01-18	0,0
SAUZAL	2020-01-18	0,0
ACONCAGUA	2020-01-19	0,0
CHAPO	2020-01-19	0,0
COLBÚN	2020-01-19	0,0
INVERNADA	2020-01-19	0,0
LAJA	2020-01-19	0,0
LA MINA	2020-01-19	0,0
LOS MOLLES	2020-01-19	0,0
MELADO	2020-01-19	0,0
PANGUE	2020-01-19	0,0
PILMAIQUEN	2020-01-19	0,0
PULLINQUE	2020-01-19	0,0
RAPEL	2020-01-19	0,0
SAUZAL	2020-01-19	0,0
ACONCAGUA	2020-01-20	0,0
CHAPO	2020-01-20	0,0
COLBÚN	2020-01-20	0,0
INVERNADA	2020-01-20	0,0
LAJA	2020-01-20	0,0
LA MINA	2020-01-20	0,0
LOS MOLLES	2020-01-20	0,0
MELADO	2020-01-20	0,0
PANGUE	2020-01-20	0,0
PILMAIQUEN	2020-01-20	0,0
PULLINQUE	2020-01-20	0,0
RAPEL	2020-01-20	0,0
SAUZAL	2020-01-20	0,0
ACONCAGUA	2020-01-21	0,0
CHAPO	2020-01-21	0,0
COLBÚN	2020-01-21	0,0
INVERNADA	2020-01-21	0,0
LAJA	2020-01-21	0,0
LA MINA	2020-01-21	0,0
LOS MOLLES	2020-01-21	0,0
MELADO	2020-01-21	0,0
PANGUE	2020-01-21	0,0
PILMAIQUEN	2020-01-21	0,0
PULLINQUE	2020-01-21	0,0
RAPEL	2020-01-21	0,0
SAUZAL	2020-01-21	0,0
ACONCAGUA	2020-01-22	0,0
CHAPO	2020-01-22	0,0
COLBÚN	2020-01-22	0,0
INVERNADA	2020-01-22	0,0
LAJA	2020-01-22	0,0
LA MINA	2020-01-22	0,0
LOS MOLLES	2020-01-22	0,0
MELADO	2020-01-22	0,0
PANGUE	2020-01-22	0,0
PILMAIQUEN	2020-01-22	0,0
PULLINQUE	2020-01-22	0,0
RAPEL	2020-01-22	0,0
SAUZAL	2020-01-22	0,0
ACONCAGUA	2020-01-23	0,0
CHAPO	2020-01-23	0,0
COLBÚN	2020-01-23	0,0
INVERNADA	2020-01-23	0,0
LAJA	2020-01-23	0,0
LA MINA	2020-01-23	0,0
LOS MOLLES	2020-01-23	0,0
MELADO	2020-01-23	0,0
PANGUE	2020-01-23	0,0
PILMAIQUEN	2020-01-23	0,0
PULLINQUE	2020-01-23	0,0
RAPEL	2020-01-23	0,0
SAUZAL	2020-01-23	0,0
ACONCAGUA	2020-01-24	0,0
CHAPO	2020-01-24	0,0
COLBÚN	2020-01-24	0,0
INVERNADA	2020-01-24	0,0
LAJA	2020-01-24	0,0
LA MINA	2020-01-24	0,0
LOS MOLLES	2020-01-24	0,0
MELADO	2020-01-24	0,0
PANGUE	2020-01-24	0,0
PILMAIQUEN	2020-01-24	0,0
PULLINQUE	2020-01-24	0,0
RAPEL	2020-01-24	0,0
SAUZAL	2020-01-24	0,0
ACONCAGUA	2020-01-25	0,0
CHAPO	2020-01-25	0,0
COLBÚN	2020-01-25	0,0
INVERNADA	2020-01-25	0,0
LAJA	2020-01-25	0,0
LA MINA	2020-01-25	0,0
LOS MOLLES	2020-01-25	0,0
MELADO	2020-01-25	0,0
PANGUE	2020-01-25	0,0
PILMAIQUEN	2020-01-25	0,0
PULLINQUE	2020-01-25	0,0
RAPEL	2020-01-25	0,0
SAUZAL	2020-01-25	0,0
ACONCAGUA	2020-01-26	0,0
CHAPO	2020-01-26	0,0
COLBÚN	2020-01-26	0,0
INVERNADA	2020-01-26	0,0
LAJA	2020-01-26	0,0
LA MINA	2020-01-26	0,0
LOS MOLLES	2020-01-26	0,0
MELADO	2020-01-26	0,0
PANGUE	2020-01-26	0,0
PILMAIQUEN	2020-01-26	0,0
PULLINQUE	2020-01-26	0,0
RAPEL	2020-01-26	0,0
SAUZAL	2020-01-26	0,0
ACONCAGUA	2020-01-27	0,0
CHAPO	2020-01-27	21,0
COLBÚN	2020-01-27	0,0
INVERNADA	2020-01-27	0,0
LAJA	2020-01-27	0,0
LA MINA	2020-01-27	0,0
LOS MOLLES	2020-01-27	0,0
MELADO	2020-01-27	0,0
PANGUE	2020-01-27	0,0
PILMAIQUEN	2020-01-27	7,3
PULLINQUE	2020-01-27	2,4
RAPEL	2020-01-27	0,0
SAUZAL	2020-01-27	0,0
ACONCAGUA	2020-01-28	0,0
CHAPO	2020-01-28	1,0
COLBÚN	2020-01-28	0,0
INVERNADA	2020-01-28	3,0
LAJA	2020-01-28	0,0
LA MINA	2020-01-28	1,6
LOS MOLLES	2020-01-28	0,0
MELADO	2020-01-28	0,0
PANGUE	2020-01-28	0,0
PILMAIQUEN	2020-01-28	0,0
PULLINQUE	2020-01-28	2,6
RAPEL	2020-01-28	0,0
SAUZAL	2020-01-28	0,0
ACONCAGUA	2020-01-29	0,0
CHAPO	2020-01-29	0,0
COLBÚN	2020-01-29	0,0
INVERNADA	2020-01-29	0,0
LAJA	2020-01-29	0,0
LA MINA	2020-01-29	0,0
LOS MOLLES	2020-01-29	0,0
MELADO	2020-01-29	0,0
PANGUE	2020-01-29	0,0
PILMAIQUEN	2020-01-29	0,0
PULLINQUE	2020-01-29	0,0
RAPEL	2020-01-29	0,0
SAUZAL	2020-01-29	0,0
ACONCAGUA	2020-01-30	0,0
CHAPO	2020-01-30	5,0
COLBÚN	2020-01-30	0,0
INVERNADA	2020-01-30	0,0
LAJA	2020-01-30	0,0
LA MINA	2020-01-30	0,0
LOS MOLLES	2020-01-30	0,0
MELADO	2020-01-30	0,0
PANGUE	2020-01-30	0,0
PILMAIQUEN	2020-01-30	0,0
PULLINQUE	2020-01-30	0,0
RAPEL	2020-01-30	0,0
SAUZAL	2020-01-30	0,0
ACONCAGUA	2020-01-31	0,0
CHAPO	2020-01-31	2,0
COLBÚN	2020-01-31	0,0
INVERNADA	2020-01-31	0,0
LAJA	2020-01-31	0,0
LA MINA	2020-01-31	0,0
LOS MOLLES	2020-01-31	0,0
MELADO	2020-01-31	0,0
PANGUE	2020-01-31	0,0
PILMAIQUEN	2020-01-31	0,0
PULLINQUE	2020-01-31	0,0
RAPEL	2020-01-31	0,0
SAUZAL	2020-01-31	0,0
ACONCAGUA	2020-02-01	0,0
CHAPO	2020-02-01	15,0
COLBÚN	2020-02-01	0,0
INVERNADA	2020-02-01	0,0
LAJA	2020-02-01	0,0
LOS MOLLES	2020-02-01	0,0
MELADO	2020-02-01	0,0
PANGUE	2020-02-01	0,0
PILMAIQUEN	2020-02-01	4,3
PULLINQUE	2020-02-01	1,2
RAPEL	2020-02-01	0,0
SAUZAL	2020-02-01	0,0
ACONCAGUA	2020-02-02	0,0
CHAPO	2020-02-02	23,0
COLBÚN	2020-02-02	0,0
INVERNADA	2020-02-02	0,0
LAJA	2020-02-02	0,0
