reservorio	fecha	agua_caida
RAPEL	2021-02-02	0,0
SAUZAL	2021-02-02	0,0
ACONCAGUA	2021-02-03	0,0
CHAPO	2021-02-03	0,0
COLBÚN	2021-02-03	0,0
INVERNADA	2021-02-03	0,0
LAJA	2021-02-03	0,0
LOS MOLLES	2021-02-03	0,0
MELADO	2021-02-03	0,0
PANGUE	2021-02-03	0,0
PILMAIQUEN	2021-02-03	0,0
PULLINQUE	2021-02-03	0,0
RAPEL	2021-02-03	0,0
SAUZAL	2021-02-03	0,0
ACONCAGUA	2021-02-04	0,0
CHAPO	2021-02-04	0,0
COLBÚN	2021-02-04	0,0
INVERNADA	2021-02-04	0,0
LAJA	2021-02-04	0,0
LOS MOLLES	2021-02-04	0,0
MELADO	2021-02-04	0,0
PANGUE	2021-02-04	0,0
PILMAIQUEN	2021-02-04	0,0
PULLINQUE	2021-02-04	0,0
RAPEL	2021-02-04	0,0
SAUZAL	2021-02-04	0,0
ACONCAGUA	2021-02-05	0,0
CHAPO	2021-02-05	0,0
COLBÚN	2021-02-05	0,0
INVERNADA	2021-02-05	0,0
LAJA	2021-02-05	0,0
LOS MOLLES	2021-02-05	0,0
MELADO	2021-02-05	0,0
PANGUE	2021-02-05	0,0
PILMAIQUEN	2021-02-05	0,0
PULLINQUE	2021-02-05	0,0
RAPEL	2021-02-05	0,0
SAUZAL	2021-02-05	0,0
ACONCAGUA	2021-02-06	0,0
CHAPO	2021-02-06	0,0
COLBÚN	2021-02-06	0,0
INVERNADA	2021-02-06	0,0
LAJA	2021-02-06	1,0
LOS MOLLES	2021-02-06	0,0
MELADO	2021-02-06	0,0
PANGUE	2021-02-06	0,0
PILMAIQUEN	2021-02-06	0,0
PULLINQUE	2021-02-06	0,0
RAPEL	2021-02-06	0,0
SAUZAL	2021-02-06	0,0
ACONCAGUA	2021-02-07	0,0
CHAPO	2021-02-07	0,0
COLBÚN	2021-02-07	0,0
INVERNADA	2021-02-07	0,0
LAJA	2021-02-07	0,0
LOS MOLLES	2021-02-07	0,0
MELADO	2021-02-07	0,0
PANGUE	2021-02-07	0,0
PILMAIQUEN	2021-02-07	0,0
PULLINQUE	2021-02-07	0,0
RAPEL	2021-02-07	0,0
SAUZAL	2021-02-07	0,0
ACONCAGUA	2021-02-08	0,0
CHAPO	2021-02-08	0,0
COLBÚN	2021-02-08	0,0
INVERNADA	2021-02-08	0,0
LAJA	2021-02-08	0,0
LOS MOLLES	2021-02-08	0,0
MELADO	2021-02-08	0,0
PANGUE	2021-02-08	0,0
PILMAIQUEN	2021-02-08	0,0
PULLINQUE	2021-02-08	0,0
RAPEL	2021-02-08	0,0
SAUZAL	2021-02-08	0,0
ACONCAGUA	2021-02-09	0,0
CHAPO	2021-02-09	0,0
COLBÚN	2021-02-09	0,0
INVERNADA	2021-02-09	0,0
LAJA	2021-02-09	0,0
LOS MOLLES	2021-02-09	0,0
MELADO	2021-02-09	0,0
PANGUE	2021-02-09	0,0
PILMAIQUEN	2021-02-09	0,0
PULLINQUE	2021-02-09	0,0
RAPEL	2021-02-09	0,0
SAUZAL	2021-02-09	0,0
ACONCAGUA	2021-02-10	0,0
CHAPO	2021-02-10	0,0
COLBÚN	2021-02-10	0,0
INVERNADA	2021-02-10	0,0
LAJA	2021-02-10	0,0
LOS MOLLES	2021-02-10	0,0
MELADO	2021-02-10	0,0
PANGUE	2021-02-10	0,0
PILMAIQUEN	2021-02-10	0,0
PULLINQUE	2021-02-10	0,0
RAPEL	2021-02-10	0,0
SAUZAL	2021-02-10	0,0
ACONCAGUA	2021-02-11	0,0
CHAPO	2021-02-11	0,0
COLBÚN	2021-02-11	0,0
INVERNADA	2021-02-11	0,0
LAJA	2021-02-11	0,0
LOS MOLLES	2021-02-11	0,0
MELADO	2021-02-11	0,0
PANGUE	2021-02-11	0,0
PILMAIQUEN	2021-02-11	0,0
PULLINQUE	2021-02-11	0,0
RAPEL	2021-02-11	0,0
SAUZAL	2021-02-11	0,0
ACONCAGUA	2021-02-12	0,0
CHAPO	2021-02-12	0,0
COLBÚN	2021-02-12	0,0
INVERNADA	2021-02-12	0,0
LAJA	2021-02-12	0,0
LOS MOLLES	2021-02-12	0,0
MELADO	2021-02-12	0,0
PANGUE	2021-02-12	0,0
PILMAIQUEN	2021-02-12	0,0
PULLINQUE	2021-02-12	0,0
RAPEL	2021-02-12	0,0
SAUZAL	2021-02-12	0,0
ACONCAGUA	2021-02-13	0,0
CHAPO	2021-02-13	0,0
COLBÚN	2021-02-13	0,0
INVERNADA	2021-02-13	0,0
LAJA	2021-02-13	0,0
LOS MOLLES	2021-02-13	0,0
MELADO	2021-02-13	0,0
PANGUE	2021-02-13	0,0
PILMAIQUEN	2021-02-13	0,0
PULLINQUE	2021-02-13	0,0
RAPEL	2021-02-13	0,0
SAUZAL	2021-02-13	0,0
ACONCAGUA	2021-02-14	0,0
CHAPO	2021-02-14	0,0
COLBÚN	2021-02-14	0,0
INVERNADA	2021-02-14	0,0
LAJA	2021-02-14	0,0
LOS MOLLES	2021-02-14	0,0
MELADO	2021-02-14	0,0
PANGUE	2021-02-14	0,0
PILMAIQUEN	2021-02-14	0,0
PULLINQUE	2021-02-14	0,0
RAPEL	2021-02-14	0,0
SAUZAL	2021-02-14	0,0
ACONCAGUA	2021-02-15	0,0
CHAPO	2021-02-15	0,0
COLBÚN	2021-02-15	0,0
INVERNADA	2021-02-15	0,0
LAJA	2021-02-15	0,0
LOS MOLLES	2021-02-15	0,0
MELADO	2021-02-15	0,0
PANGUE	2021-02-15	0,2
PILMAIQUEN	2021-02-15	0,0
PULLINQUE	2021-02-15	0,0
RAPEL	2021-02-15	0,0
SAUZAL	2021-02-15	0,0
ACONCAGUA	2021-02-16	0,0
CHAPO	2021-02-16	0,0
COLBÚN	2021-02-16	0,0
INVERNADA	2021-02-16	0,0
LAJA	2021-02-16	0,0
LOS MOLLES	2021-02-16	0,0
MELADO	2021-02-16	0,0
PANGUE	2021-02-16	0,0
PILMAIQUEN	2021-02-16	0,0
PULLINQUE	2021-02-16	0,0
RAPEL	2021-02-16	0,0
SAUZAL	2021-02-16	0,0
ACONCAGUA	2021-02-17	0,0
CHAPO	2021-02-17	12,0
COLBÚN	2021-02-17	0,0
INVERNADA	2021-02-17	0,0
LAJA	2021-02-17	0,0
LOS MOLLES	2021-02-17	0,0
MELADO	2021-02-17	0,0
PANGUE	2021-02-17	0,0
PILMAIQUEN	2021-02-17	0,0
PULLINQUE	2021-02-17	0,0
RAPEL	2021-02-17	0,0
SAUZAL	2021-02-17	0,0
ACONCAGUA	2021-02-18	0,0
CHAPO	2021-02-18	11,5
COLBÚN	2021-02-18	0,0
INVERNADA	2021-02-18	0,0
LAJA	2021-02-18	8,5
LOS MOLLES	2021-02-18	0,0
MELADO	2021-02-18	0,0
PANGUE	2021-02-18	10,2
PILMAIQUEN	2021-02-18	9,8
PULLINQUE	2021-02-18	14,1
RAPEL	2021-02-18	0,0
SAUZAL	2021-02-18	0,0
ACONCAGUA	2021-02-19	0,0
CHAPO	2021-02-19	0,0
COLBÚN	2021-02-19	0,0
INVERNADA	2021-02-19	0,0
LAJA	2021-02-19	0,0
LOS MOLLES	2021-02-19	0,0
MELADO	2021-02-19	0,0
PANGUE	2021-02-19	0,0
PILMAIQUEN	2021-02-19	0,0
PULLINQUE	2021-02-19	0,0
RAPEL	2021-02-19	0,0
SAUZAL	2021-02-19	0,0
ACONCAGUA	2021-02-20	0,0
CHAPO	2021-02-20	0,0
COLBÚN	2021-02-20	0,0
INVERNADA	2021-02-20	0,0
LAJA	2021-02-20	0,0
LOS MOLLES	2021-02-20	0,0
MELADO	2021-02-20	0,0
PANGUE	2021-02-20	0,0
PILMAIQUEN	2021-02-20	0,0
PULLINQUE	2021-02-20	0,0
RAPEL	2021-02-20	0,0
SAUZAL	2021-02-20	0,0
ACONCAGUA	2021-02-21	0,0
CHAPO	2021-02-21	2,0
COLBÚN	2021-02-21	0,0
INVERNADA	2021-02-21	0,0
LAJA	2021-02-21	0,0
LOS MOLLES	2021-02-21	0,0
MELADO	2021-02-21	0,0
PANGUE	2021-02-21	0,0
PILMAIQUEN	2021-02-21	0,7
PULLINQUE	2021-02-21	0,1
RAPEL	2021-02-21	0,0
SAUZAL	2021-02-21	0,0
ACONCAGUA	2021-02-22	0,0
CHAPO	2021-02-22	0,0
COLBÚN	2021-02-22	0,0
INVERNADA	2021-02-22	0,0
LAJA	2021-02-22	0,0
LOS MOLLES	2021-02-22	0,0
MELADO	2021-02-22	0,0
PANGUE	2021-02-22	0,0
PILMAIQUEN	2021-02-22	0,0
PULLINQUE	2021-02-22	0,0
RAPEL	2021-02-22	0,0
SAUZAL	2021-02-22	0,0
ACONCAGUA	2021-02-23	0,0
CHAPO	2021-02-23	0,0
COLBÚN	2021-02-23	0,0
INVERNADA	2021-02-23	0,0
LAJA	2021-02-23	0,0
LOS MOLLES	2021-02-23	0,0
MELADO	2021-02-23	0,0
PANGUE	2021-02-23	0,0
PILMAIQUEN	2021-02-23	0,0
PULLINQUE	2021-02-23	0,0
RAPEL	2021-02-23	0,0
SAUZAL	2021-02-23	0,0
ACONCAGUA	2021-02-24	0,0
CHAPO	2021-02-24	0,0
COLBÚN	2021-02-24	0,0
INVERNADA	2021-02-24	0,0
LAJA	2021-02-24	0,0
LOS MOLLES	2021-02-24	0,0
MELADO	2021-02-24	0,0
PANGUE	2021-02-24	0,0
PILMAIQUEN	2021-02-24	0,0
PULLINQUE	2021-02-24	0,0
RAPEL	2021-02-24	0,0
SAUZAL	2021-02-24	0,0
ACONCAGUA	2021-02-25	0,0
CHAPO	2021-02-25	0,0
COLBÚN	2021-02-25	0,0
INVERNADA	2021-02-25	0,0
LAJA	2021-02-25	0,0
LOS MOLLES	2021-02-25	0,0
MELADO	2021-02-25	0,0
PANGUE	2021-02-25	0,0
PILMAIQUEN	2021-02-25	0,0
PULLINQUE	2021-02-25	0,0
RAPEL	2021-02-25	0,0
SAUZAL	2021-02-25	0,0
ACONCAGUA	2021-02-26	0,0
CHAPO	2021-02-26	0,0
COLBÚN	2021-02-26	0,0
INVERNADA	2021-02-26	0,0
LAJA	2021-02-26	0,0
LOS MOLLES	2021-02-26	0,0
MELADO	2021-02-26	0,0
PANGUE	2021-02-26	0,0
PILMAIQUEN	2021-02-26	0,0
PULLINQUE	2021-02-26	0,0
RAPEL	2021-02-26	0,0
SAUZAL	2021-02-26	0,0
ACONCAGUA	2021-02-27	0,0
CHAPO	2021-02-27	0,0
COLBÚN	2021-02-27	0,0
INVERNADA	2021-02-27	0,0
LAJA	2021-02-27	0,0
LOS MOLLES	2021-02-27	0,0
MELADO	2021-02-27	0,0
PANGUE	2021-02-27	0,0
PILMAIQUEN	2021-02-27	0,0
PULLINQUE	2021-02-27	0,0
RAPEL	2021-02-27	0,0
SAUZAL	2021-02-27	0,0
ACONCAGUA	2021-02-28	0,0
CHAPO	2021-02-28	0,0
COLBÚN	2021-02-28	0,0
INVERNADA	2021-02-28	0,0
LAJA	2021-02-28	0,0
LOS MOLLES	2021-02-28	0,0
MELADO	2021-02-28	0,0
PANGUE	2021-02-28	0,0
PILMAIQUEN	2021-02-28	0,0
PULLINQUE	2021-02-28	0,0
RAPEL	2021-02-28	0,0
SAUZAL	2021-02-28	0,0
ACONCAGUA	2021-03-01	0,0
CHAPO	2021-03-01	0,0
COLBÚN	2021-03-01	0,0
INVERNADA	2021-03-01	2,0
LAJA	2021-03-01	0,0
LOS MOLLES	2021-03-01	0,0
MELADO	2021-03-01	0,0
PANGUE	2021-03-01	0,0
PILMAIQUEN	2021-03-01	0,0
PULLINQUE	2021-03-01	0,0
RAPEL	2021-03-01	0,0
SAUZAL	2021-03-01	0,0
ACONCAGUA	2021-03-02	0,0
CHAPO	2021-03-02	0,0
COLBÚN	2021-03-02	0,0
INVERNADA	2021-03-02	0,0
LAJA	2021-03-02	0,0
LOS MOLLES	2021-03-02	0,0
MELADO	2021-03-02	0,0
PANGUE	2021-03-02	0,0
PILMAIQUEN	2021-03-02	0,0
PULLINQUE	2021-03-02	0,0
RAPEL	2021-03-02	0,0
SAUZAL	2021-03-02	0,0
ACONCAGUA	2021-03-03	0,0
CHAPO	2021-03-03	0,0
COLBÚN	2021-03-03	0,0
INVERNADA	2021-03-03	0,0
LAJA	2021-03-03	0,0
LOS MOLLES	2021-03-03	0,0
MELADO	2021-03-03	0,0
PANGUE	2021-03-03	0,0
PILMAIQUEN	2021-03-03	0,0
PULLINQUE	2021-03-03	0,0
RAPEL	2021-03-03	0,0
SAUZAL	2021-03-03	0,0
ACONCAGUA	2021-03-04	0,0
CHAPO	2021-03-04	0,0
COLBÚN	2021-03-04	0,0
INVERNADA	2021-03-04	0,0
LAJA	2021-03-04	0,0
LOS MOLLES	2021-03-04	0,0
MELADO	2021-03-04	0,0
PANGUE	2021-03-04	0,0
PILMAIQUEN	2021-03-04	0,0
PULLINQUE	2021-03-04	0,0
RAPEL	2021-03-04	0,0
SAUZAL	2021-03-04	0,0
ACONCAGUA	2021-03-05	0,0
CHAPO	2021-03-05	0,0
COLBÚN	2021-03-05	0,0
INVERNADA	2021-03-05	0,0
LAJA	2021-03-05	0,0
LOS MOLLES	2021-03-05	0,0
MELADO	2021-03-05	0,0
PANGUE	2021-03-05	0,0
PILMAIQUEN	2021-03-05	0,0
PULLINQUE	2021-03-05	0,0
RAPEL	2021-03-05	0,0
SAUZAL	2021-03-05	0,0
ACONCAGUA	2021-03-06	0,0
CHAPO	2021-03-06	23,0
COLBÚN	2021-03-06	0,0
INVERNADA	2021-03-06	0,0
LAJA	2021-03-06	0,0
