reservorio	fecha	agua_caida
ACONCAGUA	2023-01-01	0,0
CHAPO	2023-01-01	0,0
COLBÚN	2023-01-01	0,0
INVERNADA	2023-01-01	0,0
LAJA	2023-01-01	0,0
LOS MOLLES	2023-01-01	0,0
MELADO	2023-01-01	0,0
PANGUE	2023-01-01	0,0
PILMAIQUEN	2023-01-01	1,5
PULLINQUE	2023-01-01	0,0
RAPEL	2023-01-01	0,0
SAUZAL	2023-01-01	0,0
ACONCAGUA	2023-01-02	0,0
CHAPO	2023-01-02	3,0
COLBÚN	2023-01-02	0,0
INVERNADA	2023-01-02	0,0
LAJA	2023-01-02	0,0
LOS MOLLES	2023-01-02	0,0
MELADO	2023-01-02	0,0
PANGUE	2023-01-02	0,0
PILMAIQUEN	2023-01-02	0,0
PULLINQUE	2023-01-02	0,0
RAPEL	2023-01-02	0,0
SAUZAL	2023-01-02	0,0
ACONCAGUA	2023-01-03	0,0
CHAPO	2023-01-03	0,0
COLBÚN	2023-01-03	0,0
INVERNADA	2023-01-03	0,0
LAJA	2023-01-03	0,0
LOS MOLLES	2023-01-03	0,0
MELADO	2023-01-03	0,0
PANGUE	2023-01-03	0,0
PILMAIQUEN	2023-01-03	0,0
PULLINQUE	2023-01-03	0,0
RAPEL	2023-01-03	0,0
SAUZAL	2023-01-03	0,0
ACONCAGUA	2023-01-04	0,0
CHAPO	2023-01-04	0,0
COLBÚN	2023-01-04	0,0
INVERNADA	2023-01-04	0,0
LAJA	2023-01-04	0,0
LOS MOLLES	2023-01-04	0,0
MELADO	2023-01-04	0,0
PANGUE	2023-01-04	0,0
PILMAIQUEN	2023-01-04	0,0
PULLINQUE	2023-01-04	0,0
RAPEL	2023-01-04	0,0
SAUZAL	2023-01-04	0,0
ACONCAGUA	2023-01-05	0,0
CHAPO	2023-01-05	0,0
COLBÚN	2023-01-05	0,0
INVERNADA	2023-01-05	0,0
LAJA	2023-01-05	0,0
LOS MOLLES	2023-01-05	0,0
MELADO	2023-01-05	0,0
PANGUE	2023-01-05	0,0
PILMAIQUEN	2023-01-05	0,0
PULLINQUE	2023-01-05	0,0
RAPEL	2023-01-05	0,0
SAUZAL	2023-01-05	0,0
ACONCAGUA	2023-01-06	0,0
CHAPO	2023-01-06	0,0
COLBÚN	2023-01-06	0,0
INVERNADA	2023-01-06	0,0
LAJA	2023-01-06	0,0
LOS MOLLES	2023-01-06	0,0
MELADO	2023-01-06	0,0
PANGUE	2023-01-06	0,0
PILMAIQUEN	2023-01-06	0,0
PULLINQUE	2023-01-06	0,0
RAPEL	2023-01-06	0,0
SAUZAL	2023-01-06	0,0
ACONCAGUA	2023-01-07	7,5
CHAPO	2023-01-07	0,0
COLBÚN	2023-01-07	0,0
INVERNADA	2023-01-07	0,0
LAJA	2023-01-07	0,0
LOS MOLLES	2023-01-07	0,0
MELADO	2023-01-07	0,0
PANGUE	2023-01-07	0,0
PILMAIQUEN	2023-01-07	0,0
PULLINQUE	2023-01-07	0,0
RAPEL	2023-01-07	0,0
SAUZAL	2023-01-07	0,0
ACONCAGUA	2023-01-08	0,0
CHAPO	2023-01-08	0,0
COLBÚN	2023-01-08	0,0
INVERNADA	2023-01-08	0,0
LAJA	2023-01-08	0,0
LOS MOLLES	2023-01-08	0,0
MELADO	2023-01-08	0,0
PANGUE	2023-01-08	0,0
PILMAIQUEN	2023-01-08	0,0
PULLINQUE	2023-01-08	0,0
RAPEL	2023-01-08	0,0
SAUZAL	2023-01-08	0,0
ACONCAGUA	2023-01-09	0,0
CHAPO	2023-01-09	20,0
COLBÚN	2023-01-09	0,0
INVERNADA	2023-01-09	0,0
LAJA	2023-01-09	0,0
LOS MOLLES	2023-01-09	0,0
MELADO	2023-01-09	0,0
PANGUE	2023-01-09	0,0
PILMAIQUEN	2023-01-09	0,0
PULLINQUE	2023-01-09	0,0
RAPEL	2023-01-09	0,0
SAUZAL	2023-01-09	0,0
ACONCAGUA	2023-01-10	0,0
CHAPO	2023-01-10	0,0
COLBÚN	2023-01-10	0,0
INVERNADA	2023-01-10	0,0
LAJA	2023-01-10	0,0
LOS MOLLES	2023-01-10	0,0
MELADO	2023-01-10	0,0
PANGUE	2023-01-10	0,0
PILMAIQUEN	2023-01-10	0,0
PULLINQUE	2023-01-10	0,0
RAPEL	2023-01-10	0,0
SAUZAL	2023-01-10	0,0
ACONCAGUA	2023-01-11	0,0
CHAPO	2023-01-11	3,0
COLBÚN	2023-01-11	0,0
INVERNADA	2023-01-11	0,0
LAJA	2023-01-11	0,0
LOS MOLLES	2023-01-11	0,0
MELADO	2023-01-11	0,0
PANGUE	2023-01-11	0,0
PILMAIQUEN	2023-01-11	0,0
PULLINQUE	2023-01-11	0,0
RAPEL	2023-01-11	0,0
SAUZAL	2023-01-11	0,0
ACONCAGUA	2023-01-12	0,0
CHAPO	2023-01-12	0,0
COLBÚN	2023-01-12	0,0
INVERNADA	2023-01-12	0,0
LAJA	2023-01-12	0,0
LOS MOLLES	2023-01-12	0,0
MELADO	2023-01-12	0,0
PANGUE	2023-01-12	0,0
PILMAIQUEN	2023-01-12	0,0
PULLINQUE	2023-01-12	0,0
RAPEL	2023-01-12	0,0
SAUZAL	2023-01-12	0,0
ACONCAGUA	2023-01-13	0,0
CHAPO	2023-01-13	0,0
COLBÚN	2023-01-13	0,0
INVERNADA	2023-01-13	0,0
LAJA	2023-01-13	0,0
LOS MOLLES	2023-01-13	0,0
MELADO	2023-01-13	0,0
PANGUE	2023-01-13	0,0
PILMAIQUEN	2023-01-13	0,0
PULLINQUE	2023-01-13	0,0
RAPEL	2023-01-13	0,0
SAUZAL	2023-01-13	0,0
ACONCAGUA	2023-01-14	0,0
CHAPO	2023-01-14	0,0
COLBÚN	2023-01-14	0,0
INVERNADA	2023-01-14	0,0
LAJA	2023-01-14	0,0
LOS MOLLES	2023-01-14	0,0
MELADO	2023-01-14	0,0
PANGUE	2023-01-14	0,0
PILMAIQUEN	2023-01-14	0,0
PULLINQUE	2023-01-14	0,0
RAPEL	2023-01-14	0,0
SAUZAL	2023-01-14	0,0
ACONCAGUA	2023-01-15	0,0
CHAPO	2023-01-15	0,0
COLBÚN	2023-01-15	0,0
INVERNADA	2023-01-15	0,0
LAJA	2023-01-15	0,0
LOS MOLLES	2023-01-15	0,0
MELADO	2023-01-15	0,0
PANGUE	2023-01-15	0,0
PILMAIQUEN	2023-01-15	0,0
PULLINQUE	2023-01-15	0,0
RAPEL	2023-01-15	0,0
SAUZAL	2023-01-15	0,0
ACONCAGUA	2023-01-16	0,0
CHAPO	2023-01-16	0,0
COLBÚN	2023-01-16	0,0
INVERNADA	2023-01-16	0,0
LAJA	2023-01-16	0,0
LOS MOLLES	2023-01-16	0,0
MELADO	2023-01-16	0,0
PANGUE	2023-01-16	0,0
PILMAIQUEN	2023-01-16	0,0
PULLINQUE	2023-01-16	0,0
RAPEL	2023-01-16	0,0
SAUZAL	2023-01-16	0,0
ACONCAGUA	2023-01-17	0,0
CHAPO	2023-01-17	0,0
COLBÚN	2023-01-17	0,0
INVERNADA	2023-01-17	0,0
LAJA	2023-01-17	0,0
LOS MOLLES	2023-01-17	0,0
MELADO	2023-01-17	0,0
PANGUE	2023-01-17	0,0
PILMAIQUEN	2023-01-17	0,0
PULLINQUE	2023-01-17	0,0
RAPEL	2023-01-17	0,0
SAUZAL	2023-01-17	0,0
ACONCAGUA	2023-01-18	0,0
CHAPO	2023-01-18	0,0
COLBÚN	2023-01-18	0,0
INVERNADA	2023-01-18	0,0
LAJA	2023-01-18	0,0
LOS MOLLES	2023-01-18	0,0
MELADO	2023-01-18	0,0
PANGUE	2023-01-18	0,0
PILMAIQUEN	2023-01-18	0,0
PULLINQUE	2023-01-18	0,0
RAPEL	2023-01-18	0,0
SAUZAL	2023-01-18	0,0
ACONCAGUA	2023-01-19	0,0
CHAPO	2023-01-19	0,0
COLBÚN	2023-01-19	0,0
INVERNADA	2023-01-19	0,0
LAJA	2023-01-19	0,0
LOS MOLLES	2023-01-19	0,0
MELADO	2023-01-19	0,0
PANGUE	2023-01-19	0,0
PILMAIQUEN	2023-01-19	0,0
PULLINQUE	2023-01-19	0,0
RAPEL	2023-01-19	0,0
SAUZAL	2023-01-19	0,0
ACONCAGUA	2023-01-20	0,0
CHAPO	2023-01-20	0,0
COLBÚN	2023-01-20	0,0
INVERNADA	2023-01-20	0,0
LAJA	2023-01-20	0,0
LOS MOLLES	2023-01-20	0,0
MELADO	2023-01-20	0,0
PANGUE	2023-01-20	0,0
PILMAIQUEN	2023-01-20	0,0
PULLINQUE	2023-01-20	0,0
RAPEL	2023-01-20	0,0
SAUZAL	2023-01-20	0,0
ACONCAGUA	2023-01-21	0,0
CHAPO	2023-01-21	1,0
COLBÚN	2023-01-21	0,0
INVERNADA	2023-01-21	0,0
LAJA	2023-01-21	0,0
LOS MOLLES	2023-01-21	0,0
MELADO	2023-01-21	0,0
PANGUE	2023-01-21	0,0
PILMAIQUEN	2023-01-21	0,0
PULLINQUE	2023-01-21	0,0
RAPEL	2023-01-21	0,0
SAUZAL	2023-01-21	0,0
ACONCAGUA	2023-01-22	0,0
CHAPO	2023-01-22	0,0
COLBÚN	2023-01-22	0,0
INVERNADA	2023-01-22	0,0
LAJA	2023-01-22	0,0
LOS MOLLES	2023-01-22	0,0
MELADO	2023-01-22	0,0
PANGUE	2023-01-22	0,0
PILMAIQUEN	2023-01-22	0,0
PULLINQUE	2023-01-22	0,0
RAPEL	2023-01-22	0,0
SAUZAL	2023-01-22	0,0
ACONCAGUA	2023-01-23	0,0
CHAPO	2023-01-23	35,0
COLBÚN	2023-01-23	0,0
INVERNADA	2023-01-23	0,0
LAJA	2023-01-23	0,5
LOS MOLLES	2023-01-23	0,0
MELADO	2023-01-23	0,0
PANGUE	2023-01-23	18,2
PILMAIQUEN	2023-01-23	23,2
PULLINQUE	2023-01-23	17,9
