reservorio	fecha	agua_caida
ACONCAGUA	2018-01-01	0,0
CHAPO	2018-01-01	17,0
COLBÚN	2018-01-01	0,0
INVERNADA	2018-01-01	0,0
LAJA	2018-01-01	0,0
LA MINA	2018-01-01	0,0
LOS MOLLES	2018-01-01	0,0
MELADO	2018-01-01	0,0
PANGUE	2018-01-01	0,0
PILMAIQUEN	2018-01-01	2,3
PULLINQUE	2018-01-01	3,3
RAPEL	2018-01-01	0,0
SAUZAL	2018-01-01	0,0
ACONCAGUA	2018-01-02	0,0
CHAPO	2018-01-02	17,0
COLBÚN	2018-01-02	0,0
INVERNADA	2018-01-02	0,0
LAJA	2018-01-02	0,0
LA MINA	2018-01-02	0,0
LOS MOLLES	2018-01-02	0,0
MELADO	2018-01-02	0,0
PANGUE	2018-01-02	0,0
PILMAIQUEN	2018-01-02	1,0
PULLINQUE	2018-01-02	6,4
RAPEL	2018-01-02	0,0
SAUZAL	2018-01-02	0,0
ACONCAGUA	2018-01-03	0,0
CHAPO	2018-01-03	71,0
COLBÚN	2018-01-03	0,0
INVERNADA	2018-01-03	0,0
LAJA	2018-01-03	0,0
LA MINA	2018-01-03	0,0
LOS MOLLES	2018-01-03	0,0
MELADO	2018-01-03	0,0
PANGUE	2018-01-03	14,9
PILMAIQUEN	2018-01-03	28,0
PULLINQUE	2018-01-03	37,6
RAPEL	2018-01-03	0,0
SAUZAL	2018-01-03	0,0
ACONCAGUA	2018-01-04	0,0
CHAPO	2018-01-04	22,5
COLBÚN	2018-01-04	0,0
INVERNADA	2018-01-04	4,0
LAJA	2018-01-04	40,0
LA MINA	2018-01-04	3,2
LOS MOLLES	2018-01-04	0,0
MELADO	2018-01-04	1,0
PANGUE	2018-01-04	5,8
PILMAIQUEN	2018-01-04	7,2
PULLINQUE	2018-01-04	3,5
RAPEL	2018-01-04	0,0
SAUZAL	2018-01-04	0,0
ACONCAGUA	2018-01-05	0,0
CHAPO	2018-01-05	0,5
COLBÚN	2018-01-05	0,0
INVERNADA	2018-01-05	0,0
LAJA	2018-01-05	0,0
LA MINA	2018-01-05	0,0
LOS MOLLES	2018-01-05	0,0
MELADO	2018-01-05	0,0
PANGUE	2018-01-05	0,0
PILMAIQUEN	2018-01-05	0,8
PULLINQUE	2018-01-05	0,0
RAPEL	2018-01-05	0,0
SAUZAL	2018-01-05	0,0
ACONCAGUA	2018-01-06	0,0
CHAPO	2018-01-06	16,0
COLBÚN	2018-01-06	0,0
INVERNADA	2018-01-06	0,0
LAJA	2018-01-06	0,0
LA MINA	2018-01-06	0,0
LOS MOLLES	2018-01-06	0,0
MELADO	2018-01-06	0,0
PANGUE	2018-01-06	0,0
PILMAIQUEN	2018-01-06	1,7
PULLINQUE	2018-01-06	0,0
RAPEL	2018-01-06	0,0
SAUZAL	2018-01-06	0,0
ACONCAGUA	2018-01-07	0,0
CHAPO	2018-01-07	0,0
COLBÚN	2018-01-07	0,0
INVERNADA	2018-01-07	0,0
LAJA	2018-01-07	0,0
LA MINA	2018-01-07	0,0
LOS MOLLES	2018-01-07	0,0
MELADO	2018-01-07	0,0
PANGUE	2018-01-07	0,0
PILMAIQUEN	2018-01-07	0,0
PULLINQUE	2018-01-07	0,0
RAPEL	2018-01-07	0,0
SAUZAL	2018-01-07	0,0
ACONCAGUA	2018-01-08	0,0
CHAPO	2018-01-08	0,0
COLBÚN	2018-01-08	0,0
INVERNADA	2018-01-08	0,0
LAJA	2018-01-08	0,0
LA MINA	2018-01-08	0,0
LOS MOLLES	2018-01-08	0,0
MELADO	2018-01-08	0,0
PANGUE	2018-01-08	0,0
PILMAIQUEN	2018-01-08	0,0
PULLINQUE	2018-01-08	0,0
RAPEL	2018-01-08	0,0
SAUZAL	2018-01-08	0,0
ACONCAGUA	2018-01-09	0,0
CHAPO	2018-01-09	0,0
COLBÚN	2018-01-09	0,0
INVERNADA	2018-01-09	0,0
LAJA	2018-01-09	0,0
LA MINA	2018-01-09	0,0
LOS MOLLES	2018-01-09	0,0
MELADO	2018-01-09	0,0
PANGUE	2018-01-09	0,0
PILMAIQUEN	2018-01-09	0,0
PULLINQUE	2018-01-09	0,0
RAPEL	2018-01-09	0,0
SAUZAL	2018-01-09	0,0
ACONCAGUA	2018-01-10	0,0
CHAPO	2018-01-10	0,0
COLBÚN	2018-01-10	0,0
INVERNADA	2018-01-10	0,0
LAJA	2018-01-10	0,0
LA MINA	2018-01-10	0,0
LOS MOLLES	2018-01-10	0,0
MELADO	2018-01-10	0,0
PANGUE	2018-01-10	0,0
PILMAIQUEN	2018-01-10	0,0
PULLINQUE	2018-01-10	0,0
RAPEL	2018-01-10	0,0
SAUZAL	2018-01-10	0,0
ACONCAGUA	2018-01-11	0,0
CHAPO	2018-01-11	0,5
COLBÚN	2018-01-11	0,0
INVERNADA	2018-01-11	0,0
LAJA	2018-01-11	0,0
LA MINA	2018-01-11	0,0
LOS MOLLES	2018-01-11	0,0
MELADO	2018-01-11	0,0
PANGUE	2018-01-11	0,0
PILMAIQUEN	2018-01-11	0,0
PULLINQUE	2018-01-11	0,0
RAPEL	2018-01-11	0,0
SAUZAL	2018-01-11	0,0
ACONCAGUA	2018-01-12	0,0
CHAPO	2018-01-12	3,0
COLBÚN	2018-01-12	0,0
INVERNADA	2018-01-12	0,0
LAJA	2018-01-12	0,0
LA MINA	2018-01-12	0,0
LOS MOLLES	2018-01-12	0,0
MELADO	2018-01-12	0,0
PANGUE	2018-01-12	0,0
PILMAIQUEN	2018-01-12	1,2
PULLINQUE	2018-01-12	0,0
RAPEL	2018-01-12	0,0
SAUZAL	2018-01-12	0,0
ACONCAGUA	2018-01-13	0,0
CHAPO	2018-01-13	0,0
COLBÚN	2018-01-13	0,0
INVERNADA	2018-01-13	0,0
LAJA	2018-01-13	0,0
LA MINA	2018-01-13	0,0
LOS MOLLES	2018-01-13	0,0
MELADO	2018-01-13	0,0
PANGUE	2018-01-13	0,0
PILMAIQUEN	2018-01-13	0,0
PULLINQUE	2018-01-13	0,0
RAPEL	2018-01-13	0,0
SAUZAL	2018-01-13	0,0
ACONCAGUA	2018-01-14	0,0
CHAPO	2018-01-14	0,0
COLBÚN	2018-01-14	0,0
INVERNADA	2018-01-14	0,0
LAJA	2018-01-14	0,0
LA MINA	2018-01-14	0,0
LOS MOLLES	2018-01-14	0,0
MELADO	2018-01-14	0,0
PANGUE	2018-01-14	0,0
PILMAIQUEN	2018-01-14	0,0
PULLINQUE	2018-01-14	0,0
RAPEL	2018-01-14	0,0
SAUZAL	2018-01-14	0,0
ACONCAGUA	2018-01-15	0,0
CHAPO	2018-01-15	0,0
COLBÚN	2018-01-15	0,0
INVERNADA	2018-01-15	0,0
LAJA	2018-01-15	0,0
LA MINA	2018-01-15	0,0
LOS MOLLES	2018-01-15	0,0
MELADO	2018-01-15	0,0
PANGUE	2018-01-15	0,0
PILMAIQUEN	2018-01-15	0,0
PULLINQUE	2018-01-15	0,0
RAPEL	2018-01-15	0,0
SAUZAL	2018-01-15	0,0
ACONCAGUA	2018-01-16	0,0
CHAPO	2018-01-16	1,0
COLBÚN	2018-01-16	0,0
INVERNADA	2018-01-16	0,0
LAJA	2018-01-16	0,0
LA MINA	2018-01-16	0,0
LOS MOLLES	2018-01-16	0,0
MELADO	2018-01-16	0,0
PANGUE	2018-01-16	0,0
PILMAIQUEN	2018-01-16	0,0
PULLINQUE	2018-01-16	0,0
RAPEL	2018-01-16	0,0
SAUZAL	2018-01-16	0,0
ACONCAGUA	2018-01-17	0,0
CHAPO	2018-01-17	1,0
COLBÚN	2018-01-17	0,0
INVERNADA	2018-01-17	0,0
LAJA	2018-01-17	0,0
LA MINA	2018-01-17	0,0
LOS MOLLES	2018-01-17	0,0
MELADO	2018-01-17	0,0
PANGUE	2018-01-17	0,0
PILMAIQUEN	2018-01-17	0,0
PULLINQUE	2018-01-17	0,0
