reservorio	fecha	agua_caida
LOS MOLLES	2022-01-06	0,0
MELADO	2022-01-06	0,0
PANGUE	2022-01-06	0,0
PILMAIQUEN	2022-01-06	0,0
PULLINQUE	2022-01-06	0,0
RAPEL	2022-01-06	0,0
SAUZAL	2022-01-06	0,0
ACONCAGUA	2022-01-07	0,0
CHAPO	2022-01-07	0,0
COLBÚN	2022-01-07	0,0
INVERNADA	2022-01-07	0,0
LAJA	2022-01-07	0,0
LOS MOLLES	2022-01-07	0,0
MELADO	2022-01-07	0,0
PANGUE	2022-01-07	0,0
PILMAIQUEN	2022-01-07	0,0
PULLINQUE	2022-01-07	0,0
RAPEL	2022-01-07	0,0
SAUZAL	2022-01-07	0,0
ACONCAGUA	2022-01-08	0,0
CHAPO	2022-01-08	1,0
COLBÚN	2022-01-08	0,0
INVERNADA	2022-01-08	0,0
LAJA	2022-01-08	0,0
LOS MOLLES	2022-01-08	0,0
MELADO	2022-01-08	0,0
PANGUE	2022-01-08	0,0
PILMAIQUEN	2022-01-08	0,0
PULLINQUE	2022-01-08	0,0
RAPEL	2022-01-08	0,0
SAUZAL	2022-01-08	0,0
ACONCAGUA	2022-01-09	0,0
CHAPO	2022-01-09	0,0
COLBÚN	2022-01-09	0,0
INVERNADA	2022-01-09	0,0
LAJA	2022-01-09	0,0
LOS MOLLES	2022-01-09	0,0
MELADO	2022-01-09	0,0
PANGUE	2022-01-09	0,0
PILMAIQUEN	2022-01-09	0,0
PULLINQUE	2022-01-09	0,0
RAPEL	2022-01-09	0,0
SAUZAL	2022-01-09	0,0
ACONCAGUA	2022-01-10	0,0
CHAPO	2022-01-10	0,0
COLBÚN	2022-01-10	0,0
INVERNADA	2022-01-10	0,0
LAJA	2022-01-10	0,0
LOS MOLLES	2022-01-10	0,0
MELADO	2022-01-10	0,0
PANGUE	2022-01-10	0,0
PILMAIQUEN	2022-01-10	0,0
PULLINQUE	2022-01-10	0,0
RAPEL	2022-01-10	0,0
SAUZAL	2022-01-10	0,0
ACONCAGUA	2022-01-11	0,0
CHAPO	2022-01-11	0,0
COLBÚN	2022-01-11	0,0
INVERNADA	2022-01-11	0,0
LAJA	2022-01-11	0,0
LOS MOLLES	2022-01-11	0,0
MELADO	2022-01-11	0,0
PANGUE	2022-01-11	0,0
PILMAIQUEN	2022-01-11	0,0
PULLINQUE	2022-01-11	0,0
RAPEL	2022-01-11	0,0
SAUZAL	2022-01-11	0,0
ACONCAGUA	2022-01-12	0,0
CHAPO	2022-01-12	0,0
COLBÚN	2022-01-12	0,0
INVERNADA	2022-01-12	0,0
LAJA	2022-01-12	0,0
LOS MOLLES	2022-01-12	0,0
MELADO	2022-01-12	0,0
PANGUE	2022-01-12	0,0
PILMAIQUEN	2022-01-12	0,0
PULLINQUE	2022-01-12	0,0
RAPEL	2022-01-12	0,0
SAUZAL	2022-01-12	0,0
ACONCAGUA	2022-01-13	0,0
CHAPO	2022-01-13	2,5
COLBÚN	2022-01-13	0,0
INVERNADA	2022-01-13	0,0
LAJA	2022-01-13	0,0
LOS MOLLES	2022-01-13	0,0
MELADO	2022-01-13	0,0
PANGUE	2022-01-13	0,0
PILMAIQUEN	2022-01-13	0,0
PULLINQUE	2022-01-13	0,0
RAPEL	2022-01-13	0,0
SAUZAL	2022-01-13	0,0
ACONCAGUA	2022-01-14	0,0
CHAPO	2022-01-14	3,5
COLBÚN	2022-01-14	0,0
INVERNADA	2022-01-14	0,0
LAJA	2022-01-14	0,0
LOS MOLLES	2022-01-14	0,0
MELADO	2022-01-14	0,0
PANGUE	2022-01-14	0,0
PILMAIQUEN	2022-01-14	0,0
PULLINQUE	2022-01-14	0,0
RAPEL	2022-01-14	0,0
SAUZAL	2022-01-14	0,0
ACONCAGUA	2022-01-15	0,0
CHAPO	2022-01-15	7,0
COLBÚN	2022-01-15	0,0
INVERNADA	2022-01-15	0,0
LAJA	2022-01-15	0,0
LOS MOLLES	2022-01-15	0,0
MELADO	2022-01-15	0,0
PANGUE	2022-01-15	0,0
PILMAIQUEN	2022-01-15	1,6
PULLINQUE	2022-01-15	0,0
RAPEL	2022-01-15	0,0
SAUZAL	2022-01-15	0,0
ACONCAGUA	2022-01-16	0,0
CHAPO	2022-01-16	0,0
COLBÚN	2022-01-16	5,4
INVERNADA	2022-01-16	6,0
LAJA	2022-01-16	2,5
LOS MOLLES	2022-01-16	0,0
MELADO	2022-01-16	5,5
PANGUE	2022-01-16	3,2
PILMAIQUEN	2022-01-16	0,3
PULLINQUE	2022-01-16	0,5
RAPEL	2022-01-16	0,0
SAUZAL	2022-01-16	0,0
ACONCAGUA	2022-01-17	0,0
CHAPO	2022-01-17	0,0
COLBÚN	2022-01-17	0,0
INVERNADA	2022-01-17	0,0
LAJA	2022-01-17	0,0
LOS MOLLES	2022-01-17	0,0
MELADO	2022-01-17	0,0
PANGUE	2022-01-17	0,0
PILMAIQUEN	2022-01-17	0,0
PULLINQUE	2022-01-17	0,0
RAPEL	2022-01-17	0,0
SAUZAL	2022-01-17	0,0
ACONCAGUA	2022-01-18	0,0
CHAPO	2022-01-18	0,0
COLBÚN	2022-01-18	0,0
INVERNADA	2022-01-18	0,0
LAJA	2022-01-18	0,0
LOS MOLLES	2022-01-18	0,0
MELADO	2022-01-18	0,0
PANGUE	2022-01-18	0,0
PILMAIQUEN	2022-01-18	15,9
PULLINQUE	2022-01-18	1,2
RAPEL	2022-01-18	0,0
SAUZAL	2022-01-18	0,0
ACONCAGUA	2022-01-19	0,0
CHAPO	2022-01-19	2,0
COLBÚN	2022-01-19	0,0
INVERNADA	2022-01-19	0,0
LAJA	2022-01-19	0,0
LOS MOLLES	2022-01-19	0,0
MELADO	2022-01-19	0,0
PANGUE	2022-01-19	0,0
PILMAIQUEN	2022-01-19	3,4
PULLINQUE	2022-01-19	0,0
RAPEL	2022-01-19	0,0
SAUZAL	2022-01-19	0,0
ACONCAGUA	2022-01-20	0,0
CHAPO	2022-01-20	14,0
COLBÚN	2022-01-20	0,0
INVERNADA	2022-01-20	0,0
LAJA	2022-01-20	0,0
LOS MOLLES	2022-01-20	0,0
MELADO	2022-01-20	0,0
PANGUE	2022-01-20	0,0
PILMAIQUEN	2022-01-20	0,0
PULLINQUE	2022-01-20	0,0
RAPEL	2022-01-20	0,0
SAUZAL	2022-01-20	0,0
ACONCAGUA	2022-01-21	0,0
CHAPO	2022-01-21	3,0
COLBÚN	2022-01-21	0,0
INVERNADA	2022-01-21	0,0
LAJA	2022-01-21	0,0
LOS MOLLES	2022-01-21	0,0
MELADO	2022-01-21	0,0
PANGUE	2022-01-21	0,0
PILMAIQUEN	2022-01-21	4,2
PULLINQUE	2022-01-21	0,0
RAPEL	2022-01-21	0,0
SAUZAL	2022-01-21	0,0
ACONCAGUA	2022-01-22	0,0
CHAPO	2022-01-22	48,0
COLBÚN	2022-01-22	0,0
INVERNADA	2022-01-22	0,0
LAJA	2022-01-22	0,0
LOS MOLLES	2022-01-22	0,0
MELADO	2022-01-22	0,0
PANGUE	2022-01-22	5,6
PILMAIQUEN	2022-01-22	11,0
PULLINQUE	2022-01-22	11,0
RAPEL	2022-01-22	0,0
SAUZAL	2022-01-22	0,0
ACONCAGUA	2022-01-23	0,0
CHAPO	2022-01-23	5,5
COLBÚN	2022-01-23	0,0
INVERNADA	2022-01-23	0,0
LAJA	2022-01-23	0,0
LOS MOLLES	2022-01-23	0,0
MELADO	2022-01-23	0,0
PANGUE	2022-01-23	0,0
PILMAIQUEN	2022-01-23	4,7
PULLINQUE	2022-01-23	0,5
RAPEL	2022-01-23	0,0
SAUZAL	2022-01-23	0,0
ACONCAGUA	2022-01-24	0,0
CHAPO	2022-01-24	0,0
COLBÚN	2022-01-24	0,0
INVERNADA	2022-01-24	0,0
LAJA	2022-01-24	0,0
LOS MOLLES	2022-01-24	0,0
MELADO	2022-01-24	0,0
PANGUE	2022-01-24	0,0
PILMAIQUEN	2022-01-24	0,0
PULLINQUE	2022-01-24	0,0
RAPEL	2022-01-24	0,0
SAUZAL	2022-01-24	0,0
ACONCAGUA	2022-01-25	0,0
CHAPO	2022-01-25	0,0
COLBÚN	2022-01-25	0,0
INVERNADA	2022-01-25	0,0
LAJA	2022-01-25	0,0
LOS MOLLES	2022-01-25	0,0
MELADO	2022-01-25	0,0
PANGUE	2022-01-25	0,0
PILMAIQUEN	2022-01-25	0,0
PULLINQUE	2022-01-25	0,0
RAPEL	2022-01-25	0,0
SAUZAL	2022-01-25	0,0
ACONCAGUA	2022-01-26	0,0
CHAPO	2022-01-26	0,0
COLBÚN	2022-01-26	0,0
INVERNADA	2022-01-26	0,0
LAJA	2022-01-26	0,0
LOS MOLLES	2022-01-26	0,0
MELADO	2022-01-26	0,0
PANGUE	2022-01-26	0,0
PILMAIQUEN	2022-01-26	0,0
PULLINQUE	2022-01-26	0,0
RAPEL	2022-01-26	0,0
SAUZAL	2022-01-26	0,0
ACONCAGUA	2022-01-27	0,0
CHAPO	2022-01-27	0,0
COLBÚN	2022-01-27	0,0
INVERNADA	2022-01-27	0,0
LAJA	2022-01-27	0,0
LOS MOLLES	2022-01-27	0,0
MELADO	2022-01-27	0,0
PANGUE	2022-01-27	0,0
PILMAIQUEN	2022-01-27	0,0
PULLINQUE	2022-01-27	0,0
RAPEL	2022-01-27	0,0
SAUZAL	2022-01-27	0,0
ACONCAGUA	2022-01-28	0,0
CHAPO	2022-01-28	0,0
COLBÚN	2022-01-28	0,0
INVERNADA	2022-01-28	0,0
LAJA	2022-01-28	0,0
LOS MOLLES	2022-01-28	0,0
MELADO	2022-01-28	0,0
PANGUE	2022-01-28	0,0
PILMAIQUEN	2022-01-28	0,0
PULLINQUE	2022-01-28	0,0
RAPEL	2022-01-28	0,0
SAUZAL	2022-01-28	0,0
ACONCAGUA	2022-01-29	0,0
CHAPO	2022-01-29	4,5
COLBÚN	2022-01-29	0,0
INVERNADA	2022-01-29	0,0
LAJA	2022-01-29	0,0
LOS MOLLES	2022-01-29	0,0
MELADO	2022-01-29	0,0
PANGUE	2022-01-29	0,0
PILMAIQUEN	2022-01-29	7,1
PULLINQUE	2022-01-29	1,8
RAPEL	2022-01-29	0,0
SAUZAL	2022-01-29	0,0
ACONCAGUA	2022-01-30	0,0
CHAPO	2022-01-30	0,0
COLBÚN	2022-01-30	0,0
INVERNADA	2022-01-30	0,0
LAJA	2022-01-30	0,0
LOS MOLLES	2022-01-30	0,0
MELADO	2022-01-30	0,0
PANGUE	2022-01-30	0,0
PILMAIQUEN	2022-01-30	0,2
PULLINQUE	2022-01-30	0,7
RAPEL	2022-01-30	0,0
SAUZAL	2022-01-30	0,0
ACONCAGUA	2022-01-31	0,0
CHAPO	2022-01-31	0,0
COLBÚN	2022-01-31	0,0
INVERNADA	2022-01-31	0,0
LAJA	2022-01-31	0,0
LOS MOLLES	2022-01-31	0,0
MELADO	2022-01-31	0,0
PANGUE	2022-01-31	0,0
PILMAIQUEN	2022-01-31	0,0
PULLINQUE	2022-01-31	0,0
RAPEL	2022-01-31	0,0
SAUZAL	2022-01-31	0,0
ACONCAGUA	2022-02-01	0,0
CHAPO	2022-02-01	0,0
COLBÚN	2022-02-01	0,0
INVERNADA	2022-02-01	0,0
LAJA	2022-02-01	0,0
LOS MOLLES	2022-02-01	0,0
MELADO	2022-02-01	0,0
PANGUE	2022-02-01	0,0
PILMAIQUEN	2022-02-01	0,0
PULLINQUE	2022-02-01	0,0
RAPEL	2022-02-01	0,0
SAUZAL	2022-02-01	0,0
ACONCAGUA	2022-02-02	0,0
CHAPO	2022-02-02	1,0
COLBÚN	2022-02-02	0,0
INVERNADA	2022-02-02	0,0
LAJA	2022-02-02	0,0
LOS MOLLES	2022-02-02	0,0
MELADO	2022-02-02	0,0
PANGUE	2022-02-02	0,0
PILMAIQUEN	2022-02-02	0,0
PULLINQUE	2022-02-02	0,0
RAPEL	2022-02-02	0,0
SAUZAL	2022-02-02	0,0
ACONCAGUA	2022-02-03	0,0
CHAPO	2022-02-03	0,5
COLBÚN	2022-02-03	0,0
INVERNADA	2022-02-03	0,0
LAJA	2022-02-03	12,0
LOS MOLLES	2022-02-03	0,0
MELADO	2022-02-03	0,0
PANGUE	2022-02-03	0,0
PILMAIQUEN	2022-02-03	0,0
PULLINQUE	2022-02-03	0,0
RAPEL	2022-02-03	0,0
SAUZAL	2022-02-03	0,0
ACONCAGUA	2022-02-04	0,0
CHAPO	2022-02-04	0,0
COLBÚN	2022-02-04	0,0
INVERNADA	2022-02-04	0,0
LAJA	2022-02-04	0,0
LOS MOLLES	2022-02-04	0,0
MELADO	2022-02-04	0,0
PANGUE	2022-02-04	0,0
PILMAIQUEN	2022-02-04	0,0
PULLINQUE	2022-02-04	0,0
RAPEL	2022-02-04	0,0
SAUZAL	2022-02-04	0,0
ACONCAGUA	2022-02-05	0,0
CHAPO	2022-02-05	0,0
COLBÚN	2022-02-05	0,0
INVERNADA	2022-02-05	0,0
LAJA	2022-02-05	0,0
LOS MOLLES	2022-02-05	0,0
MELADO	2022-02-05	0,0
PANGUE	2022-02-05	0,0
PILMAIQUEN	2022-02-05	0,0
PULLINQUE	2022-02-05	0,0
RAPEL	2022-02-05	0,0
SAUZAL	2022-02-05	0,0
ACONCAGUA	2022-02-06	0,0
CHAPO	2022-02-06	0,0
COLBÚN	2022-02-06	0,0
INVERNADA	2022-02-06	0,0
LAJA	2022-02-06	0,0
LOS MOLLES	2022-02-06	0,0
MELADO	2022-02-06	0,0
PANGUE	2022-02-06	0,0
PILMAIQUEN	2022-02-06	0,0
PULLINQUE	2022-02-06	0,0
RAPEL	2022-02-06	0,0
SAUZAL	2022-02-06	0,0
ACONCAGUA	2022-02-07	0,0
CHAPO	2022-02-07	0,0
COLBÚN	2022-02-07	0,0
INVERNADA	2022-02-07	0,0
LAJA	2022-02-07	0,0
LOS MOLLES	2022-02-07	0,0
MELADO	2022-02-07	0,0
PANGUE	2022-02-07	0,0
PILMAIQUEN	2022-02-07	0,0
PULLINQUE	2022-02-07	0,0
RAPEL	2022-02-07	0,0
SAUZAL	2022-02-07	0,0
ACONCAGUA	2022-02-08	0,0
CHAPO	2022-02-08	1,5
COLBÚN	2022-02-08	0,0
INVERNADA	2022-02-08	0,0
LAJA	2022-02-08	0,0
LOS MOLLES	2022-02-08	0,0
MELADO	2022-02-08	0,0
PANGUE	2022-02-08	0,0
PILMAIQUEN	2022-02-08	0,0
PULLINQUE	2022-02-08	0,0
RAPEL	2022-02-08	0,0
SAUZAL	2022-02-08	0,0
ACONCAGUA	2022-02-09	0,0
CHAPO	2022-02-09	0,0
COLBÚN	2022-02-09	0,0
INVERNADA	2022-02-09	0,0
LAJA	2022-02-09	0,0
LOS MOLLES	2022-02-09	0,0
MELADO	2022-02-09	0,0
PANGUE	2022-02-09	0,0
PILMAIQUEN	2022-02-09	0,0
PULLINQUE	2022-02-09	0,0
RAPEL	2022-02-09	0,0
SAUZAL	2022-02-09	0,0
ACONCAGUA	2022-02-10	0,0
CHAPO	2022-02-10	0,0
COLBÚN	2022-02-10	0,0
INVERNADA	2022-02-10	0,0
LAJA	2022-02-10	0,0
LOS MOLLES	2022-02-10	0,0
MELADO	2022-02-10	0,0
PANGUE	2022-02-10	0,0
PILMAIQUEN	2022-02-10	0,0
PULLINQUE	2022-02-10	0,0
RAPEL	2022-02-10	0,0
SAUZAL	2022-02-10	0,0
ACONCAGUA	2022-02-11	0,0
CHAPO	2022-02-11	0,0
COLBÚN	2022-02-11	0,0
INVERNADA	2022-02-11	0,0
LAJA	2022-02-11	0,0
LOS MOLLES	2022-02-11	0,0
MELADO	2022-02-11	0,0
PANGUE	2022-02-11	0,0
PILMAIQUEN	2022-02-11	0,0
PULLINQUE	2022-02-11	0,0
RAPEL	2022-02-11	0,0
SAUZAL	2022-02-11	0,0
ACONCAGUA	2022-02-12	0,0
CHAPO	2022-02-12	0,0
COLBÚN	2022-02-12	0,0
INVERNADA	2022-02-12	0,0
LAJA	2022-02-12	0,0
LOS MOLLES	2022-02-12	0,0
MELADO	2022-02-12	0,0
PANGUE	2022-02-12	0,0
PILMAIQUEN	2022-02-12	0,0
PULLINQUE	2022-02-12	0,0
RAPEL	2022-02-12	0,0
SAUZAL	2022-02-12	0,0
ACONCAGUA	2022-02-13	0,0
CHAPO	2022-02-13	0,0
COLBÚN	2022-02-13	0,0
INVERNADA	2022-02-13	0,0
LAJA	2022-02-13	0,0
LOS MOLLES	2022-02-13	0,0
MELADO	2022-02-13	0,0
PANGUE	2022-02-13	0,0
PILMAIQUEN	2022-02-13	0,0
PULLINQUE	2022-02-13	0,0
RAPEL	2022-02-13	0,0
SAUZAL	2022-02-13	0,0
ACONCAGUA	2022-02-14	0,0
CHAPO	2022-02-14	0,0
COLBÚN	2022-02-14	0,0
INVERNADA	2022-02-14	0,0
LAJA	2022-02-14	0,0
LOS MOLLES	2022-02-14	0,0
MELADO	2022-02-14	0,0
PANGUE	2022-02-14	0,0
PILMAIQUEN	2022-02-14	0,0
PULLINQUE	2022-02-14	0,0
RAPEL	2022-02-14	0,0
SAUZAL	2022-02-14	0,0
ACONCAGUA	2022-02-15	0,0
CHAPO	2022-02-15	0,0
COLBÚN	2022-02-15	0,0
INVERNADA	2022-02-15	0,0
LAJA	2022-02-15	0,0
LOS MOLLES	2022-02-15	0,0
MELADO	2022-02-15	0,0
PANGUE	2022-02-15	0,0
PILMAIQUEN	2022-02-15	0,0
PULLINQUE	2022-02-15	0,0
RAPEL	2022-02-15	0,0
SAUZAL	2022-02-15	0,0
ACONCAGUA	2022-02-16	0,0
CHAPO	2022-02-16	0,0
COLBÚN	2022-02-16	0,0
INVERNADA	2022-02-16	0,0
LAJA	2022-02-16	0,0
LOS MOLLES	2022-02-16	0,0
MELADO	2022-02-16	0,0
PANGUE	2022-02-16	0,0
PILMAIQUEN	2022-02-16	0,0
PULLINQUE	2022-02-16	0,0
RAPEL	2022-02-16	0,0
SAUZAL	2022-02-16	0,0
ACONCAGUA	2022-02-17	0,0
CHAPO	2022-02-17	0,0
COLBÚN	2022-02-17	0,0
INVERNADA	2022-02-17	0,0
LAJA	2022-02-17	0,0
LOS MOLLES	2022-02-17	0,0
MELADO	2022-02-17	0,0
PANGUE	2022-02-17	0,0
PILMAIQUEN	2022-02-17	0,0
PULLINQUE	2022-02-17	0,0
RAPEL	2022-02-17	0,0
SAUZAL	2022-02-17	0,0
ACONCAGUA	2022-02-18	0,0
CHAPO	2022-02-18	0,0
COLBÚN	2022-02-18	0,0
INVERNADA	2022-02-18	0,0
LAJA	2022-02-18	0,0
LOS MOLLES	2022-02-18	0,0
MELADO	2022-02-18	0,0
PANGUE	2022-02-18	0,0
PILMAIQUEN	2022-02-18	0,0
PULLINQUE	2022-02-18	0,0
RAPEL	2022-02-18	0,0
SAUZAL	2022-02-18	0,0
ACONCAGUA	2022-02-19	0,0
CHAPO	2022-02-19	14,0
COLBÚN	2022-02-19	0,0
INVERNADA	2022-02-19	0,0
LAJA	2022-02-19	0,0
LOS MOLLES	2022-02-19	0,0
MELADO	2022-02-19	0,0
PANGUE	2022-02-19	0,0
PILMAIQUEN	2022-02-19	7,8
PULLINQUE	2022-02-19	0,5
RAPEL	2022-02-19	0,0
SAUZAL	2022-02-19	0,0
ACONCAGUA	2022-02-20	0,0
CHAPO	2022-02-20	1,0
COLBÚN	2022-02-20	0,0
INVERNADA	2022-02-20	0,0
LAJA	2022-02-20	0,0
LOS MOLLES	2022-02-20	0,0
MELADO	2022-02-20	0,0
PANGUE	2022-02-20	0,0
PILMAIQUEN	2022-02-20	0,0
PULLINQUE	2022-02-20	1,0
RAPEL	2022-02-20	0,0
SAUZAL	2022-02-20	0,0
ACONCAGUA	2022-02-21	0,0
CHAPO	2022-02-21	0,0
COLBÚN	2022-02-21	0,0
INVERNADA	2022-02-21	0,0
LAJA	2022-02-21	0,0
LOS MOLLES	2022-02-21	0,0
MELADO	2022-02-21	0,0
PANGUE	2022-02-21	0,0
PILMAIQUEN	2022-02-21	0,0
PULLINQUE	2022-02-21	0,0
RAPEL	2022-02-21	0,0
SAUZAL	2022-02-21	0,0
ACONCAGUA	2022-02-22	0,0
CHAPO	2022-02-22	0,0
COLBÚN	2022-02-22	0,0
INVERNADA	2022-02-22	0,0
LAJA	2022-02-22	0,0
LOS MOLLES	2022-02-22	0,0
MELADO	2022-02-22	0,0
PANGUE	2022-02-22	0,0
PILMAIQUEN	2022-02-22	0,0
PULLINQUE	2022-02-22	3,1
RAPEL	2022-02-22	0,0
SAUZAL	2022-02-22	0,0
ACONCAGUA	2022-02-23	0,0
CHAPO	2022-02-23	10,5
COLBÚN	2022-02-23	13,2
INVERNADA	2022-02-23	7,0
LAJA	2022-02-23	5,0
LOS MOLLES	2022-02-23	0,0
MELADO	2022-02-23	13,2
PANGUE	2022-02-23	4,4
PILMAIQUEN	2022-02-23	8,7
PULLINQUE	2022-02-23	11,9
RAPEL	2022-02-23	0,0
SAUZAL	2022-02-23	0,0
ACONCAGUA	2022-02-24	0,0
CHAPO	2022-02-24	13,0
COLBÚN	2022-02-24	0,0
INVERNADA	2022-02-24	0,0
LAJA	2022-02-24	1,5
LOS MOLLES	2022-02-24	0,0
MELADO	2022-02-24	0,1
PANGUE	2022-02-24	18,8
PILMAIQUEN	2022-02-24	1,6
PULLINQUE	2022-02-24	0,8
RAPEL	2022-02-24	0,0
SAUZAL	2022-02-24	0,0
ACONCAGUA	2022-02-25	0,0
CHAPO	2022-02-25	38,0
COLBÚN	2022-02-25	0,0
INVERNADA	2022-02-25	0,0
LAJA	2022-02-25	0,0
LOS MOLLES	2022-02-25	0,0
MELADO	2022-02-25	0,0
PANGUE	2022-02-25	0,0
PILMAIQUEN	2022-02-25	13,5
PULLINQUE	2022-02-25	6,6
RAPEL	2022-02-25	0,0
SAUZAL	2022-02-25	0,0
ACONCAGUA	2022-02-26	0,0
CHAPO	2022-02-26	25,0
COLBÚN	2022-02-26	0,0
INVERNADA	2022-02-26	0,0
LAJA	2022-02-26	0,0
LOS MOLLES	2022-02-26	0,0
MELADO	2022-02-26	0,0
PANGUE	2022-02-26	0,0
PILMAIQUEN	2022-02-26	9,3
PULLINQUE	2022-02-26	6,0
RAPEL	2022-02-26	0,0
SAUZAL	2022-02-26	0,0
ACONCAGUA	2022-02-27	0,0
CHAPO	2022-02-27	9,5
COLBÚN	2022-02-27	0,0
INVERNADA	2022-02-27	0,0
LAJA	2022-02-27	0,0
LOS MOLLES	2022-02-27	0,0
MELADO	2022-02-27	0,0
PANGUE	2022-02-27	0,0
PILMAIQUEN	2022-02-27	2,2
PULLINQUE	2022-02-27	7,1
RAPEL	2022-02-27	0,0
SAUZAL	2022-02-27	0,0
ACONCAGUA	2022-02-28	0,0
CHAPO	2022-02-28	9,5
COLBÚN	2022-02-28	0,0
INVERNADA	2022-02-28	0,0
LAJA	2022-02-28	0,0
LOS MOLLES	2022-02-28	0,0
MELADO	2022-02-28	0,0
PANGUE	2022-02-28	0,0
PILMAIQUEN	2022-02-28	0,1
PULLINQUE	2022-02-28	0,2
RAPEL	2022-02-28	0,0
SAUZAL	2022-02-28	0,0
ACONCAGUA	2022-03-01	0,0
CHAPO	2022-03-01	15,0
COLBÚN	2022-03-01	0,0
INVERNADA	2022-03-01	0,0
LAJA	2022-03-01	0,0
LOS MOLLES	2022-03-01	0,0
MELADO	2022-03-01	0,0
PANGUE	2022-03-01	0,0
PILMAIQUEN	2022-03-01	5,3
PULLINQUE	2022-03-01	10,7
RAPEL	2022-03-01	0,0
SAUZAL	2022-03-01	0,0
ACONCAGUA	2022-03-02	0,0
CHAPO	2022-03-02	0,0
COLBÚN	2022-03-02	0,0
INVERNADA	2022-03-02	0,0
LAJA	2022-03-02	0,0
LOS MOLLES	2022-03-02	0,0
MELADO	2022-03-02	0,0
PANGUE	2022-03-02	0,0
PILMAIQUEN	2022-03-02	0,0
PULLINQUE	2022-03-02	0,0
RAPEL	2022-03-02	0,0
SAUZAL	2022-03-02	0,0
ACONCAGUA	2022-03-03	0,0
CHAPO	2022-03-03	21,0
COLBÚN	2022-03-03	0,0
INVERNADA	2022-03-03	0,0
LAJA	2022-03-03	0,0
LOS MOLLES	2022-03-03	0,0
MELADO	2022-03-03	0,0
PANGUE	2022-03-03	0,0
PILMAIQUEN	2022-03-03	13,3
PULLINQUE	2022-03-03	5,6
RAPEL	2022-03-03	0,0
SAUZAL	2022-03-03	0,0
ACONCAGUA	2022-03-04	0,0
CHAPO	2022-03-04	2,0
COLBÚN	2022-03-04	0,0
INVERNADA	2022-03-04	0,0
LAJA	2022-03-04	0,0
LOS MOLLES	2022-03-04	0,0
MELADO	2022-03-04	0,0
PANGUE	2022-03-04	0,0
PILMAIQUEN	2022-03-04	0,0
PULLINQUE	2022-03-04	0,0
RAPEL	2022-03-04	0,0
SAUZAL	2022-03-04	0,0
ACONCAGUA	2022-03-05	0,0
CHAPO	2022-03-05	1,0
COLBÚN	2022-03-05	0,0
INVERNADA	2022-03-05	0,0
LAJA	2022-03-05	0,0
LOS MOLLES	2022-03-05	0,0
MELADO	2022-03-05	0,0
PANGUE	2022-03-05	0,0
PILMAIQUEN	2022-03-05	0,0
PULLINQUE	2022-03-05	0,0
RAPEL	2022-03-05	0,0
SAUZAL	2022-03-05	0,0
ACONCAGUA	2022-03-06	0,0
CHAPO	2022-03-06	45,5
COLBÚN	2022-03-06	0,0
INVERNADA	2022-03-06	0,0
